equipmentid,facilityid,areaid,equipmentname,equipmenttype,brand,model,serialnumber,purchasedate,purchaseprice,warrantyexpiry,status
EQ0558,FAC003,AR023,Medicine Balls #10,Free Weights,Schwinn,MedicineBalls-634,520201D1-F94,2022-05-03,79,2023-05-03,Active
EQ0559,FAC003,AR023,Resistance Bands #1,Free Weights,Precor,ResistanceBands-376,A88F7196-93B,2022-12-30,15,2023-12-30,Active
EQ0560,FAC003,AR023,Resistance Bands #2,Free Weights,Life Fitness,ResistanceBands-492,EF38F954-BFE,2022-12-18,25,2023-12-18,Active
EQ0561,FAC003,AR023,Resistance Bands #3,Free Weights,Schwinn,ResistanceBands-798,26D0FF86-D5D,2023-06-11,32,2026-06-10,Maintenance
EQ0562,FAC003,AR023,Resistance Bands #4,Free Weights,Technogym,ResistanceBands-778,60E47F24-39D,2025-09-07,25,2028-09-06,Active
EQ0563,FAC003,AR023,Resistance Bands #5,Free Weights,Technogym,ResistanceBands-958,5618C2B8-BB4,2022-11-14,21,2024-11-13,Active
EQ0564,FAC003,AR023,Resistance Bands #6,Free Weights,Life Fitness,ResistanceBands-686,203EB3AC-D9A,2021-01-17,44,2023-01-17,Active
EQ0565,FAC003,AR023,Resistance Bands #7,Free Weights,Bowflex,ResistanceBands-581,D2FD727E-4DA,2023-12-31,32,2026-12-30,Out of Service
EQ0566,FAC003,AR023,Resistance Bands #8,Free Weights,Schwinn,ResistanceBands-754,7B650D04-BDC,2023-07-21,23,2024-07-20,Active
EQ0567,FAC003,AR023,Resistance Bands #9,Free Weights,StairMaster,ResistanceBands-922,E8006C62-E2A,2022-09-29,39,2024-09-28,Maintenance
EQ0568,FAC003,AR023,Resistance Bands #10,Free Weights,TRX,ResistanceBands-589,BFCCC919-96C,2022-06-30,12,2025-06-29,Active
EQ0569,FAC003,AR023,Resistance Bands #11,Free Weights,StairMaster,ResistanceBands-451,B251A83C-57B,2021-12-05,38,2023-12-05,Active
EQ0570,FAC003,AR023,Resistance Bands #12,Free Weights,TRX,ResistanceBands-719,138014CC-4A7,2021-12-02,50,2023-12-02,Maintenance
EQ0571,FAC003,AR023,Resistance Bands #13,Free Weights,Life Fitness,ResistanceBands-653,7DC7A3A1-DDE,2021-07-12,47,2024-07-11,Active
EQ0572,FAC003,AR023,Resistance Bands #14,Free Weights,Matrix,ResistanceBands-607,C3A5C8C7-5CA,2023-09-01,47,2026-08-31,Active
EQ0573,FAC003,AR023,Resistance Bands #15,Free Weights,TRX,ResistanceBands-794,61EA18A2-921,2023-02-14,17,2024-02-14,Maintenance
EQ0574,FAC003,AR023,Resistance Bands #16,Free Weights,Matrix,ResistanceBands-140,B9D834A2-02C,2022-05-04,20,2025-05-03,Active
EQ0575,FAC003,AR023,Resistance Bands #17,Free Weights,NordicTrack,ResistanceBands-563,95897FA4-645,2024-07-15,10,2026-07-15,Active
EQ0576,FAC003,AR023,Resistance Bands #18,Free Weights,Matrix,ResistanceBands-358,DFF59DFE-AF9,2021-02-27,32,2023-02-27,Active
EQ0577,FAC003,AR023,Resistance Bands #19,Free Weights,Precor,ResistanceBands-196,5E24D702-C51,2024-05-30,19,2025-05-30,Active
EQ0578,FAC003,AR023,Resistance Bands #20,Free Weights,Bowflex,ResistanceBands-507,D2F83789-E9E,2023-07-06,16,2026-07-05,Active
EQ0579,FAC003,AR023,Resistance Bands #21,Free Weights,NordicTrack,ResistanceBands-695,82B9A26E-9C9,2023-06-17,44,2026-06-16,Active
EQ0580,FAC003,AR023,Resistance Bands #22,Free Weights,Schwinn,ResistanceBands-693,64C99373-E1F,2021-02-07,17,2024-02-07,Active
EQ0581,FAC003,AR023,Resistance Bands #23,Free Weights,Cybex,ResistanceBands-328,0CA51AD8-E8B,2024-10-04,20,2025-10-04,Active
EQ0582,FAC003,AR023,Resistance Bands #24,Free Weights,NordicTrack,ResistanceBands-532,AF7AFE64-94F,2025-06-19,37,2026-06-19,Active
EQ0583,FAC003,AR023,Resistance Bands #25,Free Weights,Precor,ResistanceBands-397,ADE91AE9-F47,2023-10-24,16,2025-10-23,Active
EQ0584,FAC003,AR023,Resistance Bands #26,Free Weights,StairMaster,ResistanceBands-438,17E84DA5-00B,2021-01-13,16,2022-01-13,Out of Service
EQ0585,FAC003,AR024,Treadmill #1,Cardio,StairMaster,Treadmill-533,7A31F706-5E7,2022-11-30,7024,2024-11-29,Out of Service
EQ0586,FAC003,AR024,Treadmill #2,Cardio,Precor,Treadmill-961,B718C121-1E3,2020-11-04,5016,2023-11-04,Maintenance
EQ0587,FAC003,AR024,Treadmill #3,Cardio,Bowflex,Treadmill-984,078CF48D-BAA,2024-11-29,5645,2027-11-29,Active
EQ0588,FAC003,AR024,Treadmill #4,Cardio,TRX,Treadmill-450,B014C9F8-5CC,2023-03-16,3331,2024-03-15,Out of Service
EQ0589,FAC003,AR024,Treadmill #5,Cardio,StairMaster,Treadmill-876,C4CDC6AD-2D8,2025-02-16,5904,2028-02-16,Active
EQ0590,FAC003,AR024,Treadmill #6,Cardio,Cybex,Treadmill-974,A08C69D3-21B,2021-03-03,6644,2024-03-02,Active
EQ0591,FAC003,AR024,Treadmill #7,Cardio,StairMaster,Treadmill-804,63F5617F-B51,2022-09-24,3370,2024-09-23,Active
EQ0592,FAC003,AR024,Treadmill #8,Cardio,Precor,Treadmill-912,BB343311-96C,2025-04-14,5520,2027-04-14,Active
EQ0593,FAC003,AR024,Treadmill #9,Cardio,Technogym,Treadmill-287,E9EF9476-734,2022-04-10,5679,2023-04-10,Active
EQ0594,FAC003,AR024,Treadmill #10,Cardio,StairMaster,Treadmill-753,CAF7B09E-82D,2022-06-08,4839,2023-06-08,Active
EQ0595,FAC003,AR024,Elliptical #1,Cardio,Precor,Elliptical-436,A42EDFFF-A4D,2023-10-09,4470,2026-10-08,Active
EQ0596,FAC003,AR024,Elliptical #2,Cardio,Technogym,Elliptical-328,F3E81A55-62E,2021-04-13,3889,2022-04-13,Active
EQ0597,FAC003,AR024,Elliptical #3,Cardio,TRX,Elliptical-339,933EB3BA-250,2021-06-16,2878,2024-06-15,Active
EQ0598,FAC003,AR024,Elliptical #4,Cardio,Schwinn,Elliptical-597,CD4D442A-7FA,2022-10-16,2790,2024-10-15,Active
EQ0599,FAC003,AR024,Elliptical #5,Cardio,Cybex,Elliptical-341,9427B530-B62,2025-08-21,4557,2026-08-21,Active
EQ0600,FAC003,AR024,Elliptical #6,Cardio,TRX,Elliptical-588,80571510-824,2024-05-03,3496,2026-05-03,Out of Service
EQ0601,FAC003,AR024,Elliptical #7,Cardio,StairMaster,Elliptical-860,684D9743-8A9,2021-10-26,3628,2023-10-26,Active
EQ0602,FAC003,AR024,Elliptical #8,Cardio,Bowflex,Elliptical-843,2C4654E2-039,2020-11-04,2832,2021-11-04,Active
EQ0603,FAC003,AR024,Elliptical #9,Cardio,Cybex,Elliptical-511,EB7BACB7-EF3,2020-10-09,3053,2023-10-09,Active
EQ0604,FAC003,AR024,Elliptical #10,Cardio,Technogym,Elliptical-554,3073F9D9-A98,2022-11-07,4307,2024-11-06,Active
EQ0605,FAC003,AR024,Elliptical #11,Cardio,Precor,Elliptical-777,BDB5507D-4EB,2023-04-19,3765,2024-04-18,Active
EQ0606,FAC003,AR024,Elliptical #12,Cardio,Life Fitness,Elliptical-326,382F64C1-538,2021-01-10,5909,2024-01-10,Maintenance
EQ0607,FAC003,AR024,Stationary Bike #1,Cardio,Bowflex,StationaryBike-250,DAD40751-E0C,2024-02-14,2517,2027-02-13,Active
EQ0608,FAC003,AR024,Stationary Bike #2,Cardio,Cybex,StationaryBike-539,1EFF8035-D7A,2025-05-03,1682,2028-05-02,Active
EQ0609,FAC003,AR024,Stationary Bike #3,Cardio,StairMaster,StationaryBike-845,199874FB-768,2021-07-25,3103,2022-07-25,Active
EQ0610,FAC003,AR024,Stationary Bike #4,Cardio,Technogym,StationaryBike-754,5A61A65A-315,2023-01-22,1517,2024-01-22,Active
EQ0611,FAC003,AR024,Stationary Bike #5,Cardio,Life Fitness,StationaryBike-256,9F59A0D4-7EE,2025-01-25,2042,2027-01-25,Active
EQ0612,FAC003,AR024,Stationary Bike #6,Cardio,StairMaster,StationaryBike-513,AE3EC77B-C72,2025-05-16,2374,2028-05-15,Active
EQ0613,FAC003,AR024,Stationary Bike #7,Cardio,NordicTrack,StationaryBike-194,055330BD-B17,2022-06-19,2168,2023-06-19,Active
EQ0614,FAC003,AR024,Stationary Bike #8,Cardio,Cybex,StationaryBike-363,429EFCD9-BEC,2020-11-04,2519,2022-11-04,Maintenance
EQ0615,FAC003,AR024,Stationary Bike #9,Cardio,TRX,StationaryBike-476,D4213667-4BB,2024-05-19,2050,2026-05-19,Active
EQ0616,FAC003,AR024,Stationary Bike #10,Cardio,Life Fitness,StationaryBike-562,CD366098-C09,2025-02-10,2045,2026-02-10,Active
EQ0617,FAC003,AR024,Stationary Bike #11,Cardio,NordicTrack,StationaryBike-446,64E6A545-0A3,2025-05-22,2346,2028-05-21,Active
EQ0618,FAC003,AR024,Rowing Machine #1,Cardio,StairMaster,RowingMachine-768,C36A6315-A0F,2023-08-03,1880,2026-08-02,Active
EQ0619,FAC003,AR024,Rowing Machine #2,Cardio,Life Fitness,RowingMachine-150,2A834AAF-C50,2023-11-03,1259,2025-11-02,Active
EQ0620,FAC003,AR024,Rowing Machine #3,Cardio,NordicTrack,RowingMachine-885,45E32C76-B56,2025-06-17,1910,2028-06-16,Active
EQ0621,FAC003,AR024,Rowing Machine #4,Cardio,TRX,RowingMachine-265,D27BBB93-416,2021-08-27,1449,2022-08-27,Active
EQ0622,FAC003,AR024,Rowing Machine #5,Cardio,Schwinn,RowingMachine-209,8D713FE7-5AD,2021-01-18,1604,2022-01-18,Active
EQ0623,FAC003,AR024,Rowing Machine #6,Cardio,Life Fitness,RowingMachine-137,0F6083A1-3E4,2024-10-07,1530,2026-10-07,Active
EQ0624,FAC003,AR024,StairMaster #1,Cardio,StairMaster,StairMaster-113,F6E0A866-D61,2022-03-19,3579,2025-03-18,Active
EQ0625,FAC003,AR024,StairMaster #2,Cardio,Schwinn,StairMaster-872,689A6986-016,2023-07-11,3538,2024-07-10,Active
EQ0626,FAC003,AR024,StairMaster #3,Cardio,Matrix,StairMaster-700,4ACCF5E2-07C,2025-05-06,4331,2026-05-06,Active
EQ0627,FAC003,AR025,Bench Press #1,Strength,Precor,BenchPress-811,E33364CE-3E7,2021-01-26,1283,2024-01-26,Maintenance
EQ0628,FAC003,AR025,Bench Press #2,Strength,Life Fitness,BenchPress-267,3BFEFCF9-347,2023-12-09,2368,2026-12-08,Out of Service
EQ0629,FAC003,AR025,Bench Press #3,Strength,StairMaster,BenchPress-166,E262380C-CEA,2023-04-23,2605,2024-04-22,Active
EQ0630,FAC003,AR025,Bench Press #4,Strength,Schwinn,BenchPress-718,4B831DF0-78C,2024-06-24,1396,2025-06-24,Active
EQ0631,FAC003,AR025,Bench Press #5,Strength,Cybex,BenchPress-706,405D3DB2-AE3,2020-12-28,1643,2021-12-28,Maintenance
EQ0632,FAC003,AR025,Bench Press #6,Strength,NordicTrack,BenchPress-243,7445D048-A82,2021-06-06,1876,2024-06-05,Active
EQ0633,FAC003,AR025,Squat Rack #1,Strength,Matrix,SquatRack-596,02D798C2-CB0,2023-05-08,4981,2024-05-07,Maintenance
EQ0634,FAC003,AR025,Squat Rack #2,Strength,TRX,SquatRack-894,0D48ED3F-8DC,2023-08-15,3015,2024-08-14,Active
EQ0635,FAC003,AR025,Cable Machine #1,Strength,Matrix,CableMachine-325,59B029FE-676,2024-03-19,3651,2026-03-19,Active
EQ0636,FAC003,AR025,Cable Machine #2,Strength,TRX,CableMachine-565,E6A27F3C-82D,2024-12-08,6181,2026-12-08,Active
EQ0637,FAC003,AR025,Cable Machine #3,Strength,Matrix,CableMachine-389,44D1AC5E-6BC,2021-07-24,5735,2024-07-23,Active
EQ0638,FAC003,AR025,Cable Machine #4,Strength,Life Fitness,CableMachine-225,FB35E0D8-9B4,2021-01-14,6479,2024-01-14,Active
EQ0639,FAC003,AR025,Cable Machine #5,Strength,Cybex,CableMachine-897,BF67F034-C16,2021-02-25,5287,2024-02-25,Maintenance
EQ0640,FAC003,AR025,Leg Press #1,Strength,Schwinn,LegPress-368,DC009BFB-850,2025-01-01,4589,2027-01-01,Out of Service
EQ0641,FAC003,AR025,Leg Press #2,Strength,Bowflex,LegPress-765,235AFDCC-B30,2021-03-27,7281,2022-03-27,Active
EQ0642,FAC003,AR025,Smith Machine #1,Strength,Precor,SmithMachine-955,E4358691-E15,2025-05-03,4447,2027-05-03,Active
EQ0643,FAC003,AR025,Smith Machine #2,Strength,Schwinn,SmithMachine-138,C392A117-A6F,2025-07-14,3255,2027-07-14,Active
EQ0644,FAC003,AR029,Lane Dividers #1,Pool Equipment,StairMaster,LaneDividers-632,A7757F6C-263,2021-02-18,106,2022-02-18,Active
EQ0645,FAC003,AR029,Lane Dividers #2,Pool Equipment,Precor,LaneDividers-307,CCFDB2F1-490,2021-03-28,238,2023-03-28,Active
EQ0646,FAC003,AR029,Lane Dividers #3,Pool Equipment,Technogym,LaneDividers-934,9B6672DD-27F,2024-09-03,109,2026-09-03,Active
EQ0647,FAC003,AR029,Lane Dividers #4,Pool Equipment,TRX,LaneDividers-281,1BE7B283-FB2,2025-04-25,166,2027-04-25,Active
EQ0648,FAC003,AR029,Lane Dividers #5,Pool Equipment,NordicTrack,LaneDividers-561,A6405424-7AC,2023-04-12,198,2025-04-11,Active
EQ0649,FAC003,AR029,Lane Dividers #6,Pool Equipment,Cybex,LaneDividers-321,DCC9BC00-817,2024-10-18,137,2027-10-18,Active
EQ0650,FAC003,AR029,Lane Dividers #7,Pool Equipment,Schwinn,LaneDividers-200,ACF792E2-681,2024-10-02,282,2025-10-02,Active
EQ0651,FAC003,AR029,Lane Dividers #8,Pool Equipment,Cybex,LaneDividers-473,E8990353-258,2022-04-16,109,2024-04-15,Active
EQ0652,FAC003,AR029,Pool Vacuum #1,Pool Equipment,Bowflex,PoolVacuum-245,4809355A-0C2,2022-11-09,1276,2023-11-09,Active
EQ0653,FAC003,AR029,Water Testing Kit #1,Pool Equipment,TRX,WaterTestingKit-485,E0727A2B-6AD,2022-06-02,240,2024-06-01,Active
EQ0654,FAC003,AR029,Water Testing Kit #2,Pool Equipment,Schwinn,WaterTestingKit-448,290A484A-609,2024-05-08,207,2025-05-08,Active
EQ0655,FAC003,AR029,Water Testing Kit #3,Pool Equipment,Technogym,WaterTestingKit-313,823697CB-FD2,2022-11-28,250,2024-11-27,Active
EQ0656,FAC003,AR030,Spin Bikes #1,Studio Equipment,Matrix,SpinBikes-279,63713F63-D3A,2022-05-29,1661,2024-05-28,Out of Service
EQ0657,FAC003,AR030,Spin Bikes #2,Studio Equipment,Cybex,SpinBikes-721,30C4FD44-A5D,2021-08-07,1288,2022-08-07,Active
EQ0658,FAC003,AR030,Spin Bikes #3,Studio Equipment,Technogym,SpinBikes-181,C667A02F-9E4,2025-04-14,1400,2028-04-13,Active
EQ0659,FAC003,AR030,Spin Bikes #4,Studio Equipment,Cybex,SpinBikes-156,958937CC-465,2024-10-10,1440,2027-10-10,Active
EQ0660,FAC003,AR030,Spin Bikes #5,Studio Equipment,NordicTrack,SpinBikes-420,16FAD35E-D91,2024-01-26,2369,2025-01-25,Active
EQ0661,FAC003,AR030,Spin Bikes #6,Studio Equipment,Life Fitness,SpinBikes-883,647F9B89-072,2022-05-02,1989,2025-05-01,Maintenance
EQ0662,FAC003,AR030,Spin Bikes #7,Studio Equipment,StairMaster,SpinBikes-656,56030AE8-3F6,2025-01-27,2205,2026-01-27,Active
EQ0663,FAC003,AR030,Spin Bikes #8,Studio Equipment,Precor,SpinBikes-478,B1C2404B-173,2021-01-12,2446,2024-01-12,Active
EQ0664,FAC003,AR030,Spin Bikes #9,Studio Equipment,Cybex,SpinBikes-315,47507A46-C8D,2024-11-10,1761,2025-11-10,Active
EQ0665,FAC003,AR030,Spin Bikes #10,Studio Equipment,Precor,SpinBikes-734,5CB33DC0-BEB,2023-06-17,2398,2024-06-16,Active
EQ0666,FAC003,AR030,Spin Bikes #11,Studio Equipment,StairMaster,SpinBikes-751,00D4478F-E1C,2022-02-11,2163,2023-02-11,Active
EQ0667,FAC003,AR030,Spin Bikes #12,Studio Equipment,Technogym,SpinBikes-870,FAAC134E-774,2023-03-02,1459,2024-03-01,Maintenance
EQ0668,FAC003,AR030,Spin Bikes #13,Studio Equipment,StairMaster,SpinBikes-984,42636D19-126,2022-09-21,1290,2023-09-21,Out of Service
EQ0669,FAC003,AR030,Spin Bikes #14,Studio Equipment,NordicTrack,SpinBikes-350,E4DBDA13-0BC,2025-08-15,1629,2026-08-15,Active
EQ0670,FAC003,AR030,Spin Bikes #15,Studio Equipment,TRX,SpinBikes-748,A24B3A44-A62,2021-01-09,1624,2022-01-09,Out of Service
EQ0671,FAC003,AR030,Spin Bikes #16,Studio Equipment,Life Fitness,SpinBikes-852,AB34A89B-EAD,2024-03-10,1925,2026-03-10,Maintenance
EQ0672,FAC003,AR030,Spin Bikes #17,Studio Equipment,Bowflex,SpinBikes-501,513A194A-54B,2022-11-13,1291,2023-11-13,Out of Service
EQ0673,FAC003,AR030,Spin Bikes #18,Studio Equipment,NordicTrack,SpinBikes-696,56F92592-A1A,2024-08-01,1716,2027-08-01,Active
EQ0674,FAC003,AR030,Spin Bikes #19,Studio Equipment,Technogym,SpinBikes-782,F6638A1B-B1F,2021-03-20,1734,2023-03-20,Active
EQ0675,FAC003,AR030,Spin Bikes #20,Studio Equipment,Life Fitness,SpinBikes-244,6035A542-BD5,2023-01-28,2142,2025-01-27,Maintenance
EQ0676,FAC003,AR030,Spin Bikes #21,Studio Equipment,NordicTrack,SpinBikes-473,D750B668-5A9,2021-12-03,1958,2024-12-02,Active
EQ0677,FAC003,AR030,Spin Bikes #22,Studio Equipment,Cybex,SpinBikes-471,AF4FCABB-5BA,2022-02-04,1525,2024-02-04,Active
EQ0678,FAC003,AR030,Spin Bikes #23,Studio Equipment,Life Fitness,SpinBikes-995,79F036BF-125,2023-11-27,2102,2025-11-26,Active
EQ0679,FAC003,AR030,Spin Bikes #24,Studio Equipment,NordicTrack,SpinBikes-541,BAE05C40-ECD,2022-03-21,2425,2025-03-20,Active
EQ0680,FAC003,AR030,Spin Bikes #25,Studio Equipment,TRX,SpinBikes-435,20BEAFD2-FEE,2023-09-24,1940,2024-09-23,Active
EQ0681,FAC003,AR030,Sound System #1,Studio Equipment,Bowflex,SoundSystem-995,341AA664-736,2022-11-19,3584,2023-11-19,Active
EQ0682,FAC003,AR033,Sound System #1,Studio Equipment,Life Fitness,SoundSystem-751,5F60E64E-C9C,2022-10-01,1945,2023-10-01,Active
EQ0683,FAC003,AR033,Mirrors #1,Studio Equipment,Precor,Mirrors-983,C2B60731-2BB,2022-02-05,412,2024-02-05,Active
EQ0684,FAC003,AR033,Mirrors #2,Studio Equipment,Schwinn,Mirrors-105,2258A38F-662,2022-12-27,592,2025-12-26,Active
EQ0685,FAC003,AR033,Mirrors #3,Studio Equipment,NordicTrack,Mirrors-999,B9A4E150-29C,2022-01-03,444,2023-01-03,Active
EQ0686,FAC003,AR033,Mirrors #4,Studio Equipment,TRX,Mirrors-670,688A8CF1-3C1,2025-09-10,380,2028-09-09,Active
EQ0687,FAC003,AR033,Mirrors #5,Studio Equipment,Bowflex,Mirrors-149,13C3EA40-F08,2024-03-26,561,2027-03-26,Active
EQ0688,FAC003,AR033,Mirrors #6,Studio Equipment,Precor,Mirrors-830,259C9CAE-2F4,2021-08-03,359,2024-08-02,Active
EQ0689,FAC003,AR033,Mirrors #7,Studio Equipment,Matrix,Mirrors-572,380FB1BD-7E4,2023-04-03,377,2024-04-02,Maintenance
EQ0690,FAC003,AR033,Mirrors #8,Studio Equipment,Schwinn,Mirrors-874,C8748F9E-B84,2024-04-06,346,2026-04-06,Active
EQ0691,FAC003,AR033,Yoga Mats #1,Studio Equipment,TRX,YogaMats-435,BFCB93F4-631,2024-12-06,44,2027-12-06,Active
EQ0692,FAC003,AR033,Yoga Mats #2,Studio Equipment,Life Fitness,YogaMats-168,37ED1564-506,2022-10-04,38,2023-10-04,Active
EQ0693,FAC003,AR033,Yoga Mats #3,Studio Equipment,Bowflex,YogaMats-196,C40B0CD8-074,2021-08-15,19,2022-08-15,Active
EQ0694,FAC003,AR033,Yoga Mats #4,Studio Equipment,TRX,YogaMats-563,56086CE2-D6C,2025-07-02,22,2026-07-02,Active
EQ0695,FAC003,AR033,Yoga Mats #5,Studio Equipment,StairMaster,YogaMats-667,21C53B5C-0BC,2022-04-29,23,2025-04-28,Active
EQ0696,FAC003,AR033,Yoga Mats #6,Studio Equipment,Matrix,YogaMats-164,DC7F3510-925,2023-09-16,48,2025-09-15,Active
EQ0697,FAC003,AR033,Yoga Mats #7,Studio Equipment,Matrix,YogaMats-907,5DF9218B-B5D,2024-09-09,40,2026-09-09,Active
EQ0698,FAC003,AR033,Yoga Mats #8,Studio Equipment,Technogym,YogaMats-628,37BB7659-5F9,2023-09-19,49,2026-09-18,Active
EQ0699,FAC003,AR033,Yoga Mats #9,Studio Equipment,Cybex,YogaMats-570,2A9DE2C2-6AA,2021-05-08,17,2023-05-08,Maintenance
EQ0700,FAC003,AR033,Yoga Mats #10,Studio Equipment,Precor,YogaMats-545,B4BE0359-66E,2022-09-24,49,2025-09-23,Active
EQ0701,FAC003,AR033,Yoga Mats #11,Studio Equipment,Life Fitness,YogaMats-418,ACB0EB2E-631,2020-12-10,48,2023-12-10,Active
EQ0702,FAC003,AR033,Yoga Mats #12,Studio Equipment,Bowflex,YogaMats-385,55A75DAF-E50,2024-03-28,39,2025-03-28,Active
EQ0703,FAC003,AR033,Yoga Mats #13,Studio Equipment,TRX,YogaMats-217,A6FA5875-34E,2025-04-09,50,2028-04-08,Active
EQ0704,FAC003,AR033,Yoga Mats #14,Studio Equipment,StairMaster,YogaMats-864,531F10A6-234,2022-04-20,20,2024-04-19,Active
EQ0705,FAC003,AR033,Yoga Mats #15,Studio Equipment,Bowflex,YogaMats-340,6BBBBE0C-E6E,2022-03-26,23,2023-03-26,Active
EQ0706,FAC003,AR033,Yoga Mats #16,Studio Equipment,TRX,YogaMats-459,F0AE38AD-4AE,2021-10-01,29,2024-09-30,Active
EQ0707,FAC003,AR033,Yoga Mats #17,Studio Equipment,Schwinn,YogaMats-614,81DE3CAD-F31,2025-06-21,42,2026-06-21,Active
EQ0708,FAC003,AR033,Yoga Mats #18,Studio Equipment,Bowflex,YogaMats-708,75BECB80-0BE,2023-05-26,35,2026-05-25,Active
EQ0709,FAC003,AR033,Yoga Mats #19,Studio Equipment,TRX,YogaMats-179,FFAD1CBE-1E3,2020-11-27,17,2023-11-27,Active
EQ0710,FAC003,AR033,Yoga Mats #20,Studio Equipment,StairMaster,YogaMats-970,5E0F9F34-271,2020-12-12,35,2023-12-12,Maintenance
EQ0711,FAC003,AR033,Yoga Mats #21,Studio Equipment,Schwinn,YogaMats-737,489843DB-738,2020-10-23,29,2021-10-23,Active
EQ0712,FAC003,AR033,Yoga Mats #22,Studio Equipment,StairMaster,YogaMats-631,D1A7B355-222,2021-11-16,49,2022-11-16,Active
EQ0713,FAC003,AR033,Yoga Mats #23,Studio Equipment,Matrix,YogaMats-821,6E225187-6C5,2022-06-11,15,2023-06-11,Active
EQ0714,FAC003,AR033,Yoga Mats #24,Studio Equipment,Precor,YogaMats-632,1B8EA4C8-274,2025-05-01,46,2026-05-01,Active
EQ0715,FAC003,AR033,Yoga Mats #25,Studio Equipment,NordicTrack,YogaMats-427,1913DA63-8EA,2020-10-12,33,2023-10-12,Active
EQ0716,FAC003,AR033,Yoga Mats #26,Studio Equipment,TRX,YogaMats-184,0892EE53-A8F,2021-03-04,36,2024-03-03,Active
EQ0717,FAC003,AR033,Yoga Mats #27,Studio Equipment,StairMaster,YogaMats-310,C4E144FE-6B4,2021-11-25,42,2022-11-25,Active
EQ0718,FAC003,AR033,Yoga Mats #28,Studio Equipment,TRX,YogaMats-419,0576B4EC-86E,2024-05-20,40,2025-05-20,Active
EQ0719,FAC003,AR033,Yoga Mats #29,Studio Equipment,Life Fitness,YogaMats-838,E03F9333-293,2021-12-01,41,2024-11-30,Active
EQ0720,FAC003,AR033,Yoga Mats #30,Studio Equipment,Cybex,YogaMats-348,DE983865-D6D,2021-05-30,27,2023-05-30,Out of Service
EQ0721,FAC003,AR033,Stability Balls #1,Studio Equipment,StairMaster,StabilityBalls-795,625957AD-652,2021-12-22,27,2023-12-22,Active
EQ0722,FAC003,AR033,Stability Balls #2,Studio Equipment,TRX,StabilityBalls-807,6BAA1088-0EA,2022-01-04,23,2023-01-04,Maintenance
EQ0723,FAC003,AR033,Stability Balls #3,Studio Equipment,Bowflex,StabilityBalls-957,1BE639E8-7A2,2021-07-19,20,2024-07-18,Active
EQ0724,FAC003,AR033,Stability Balls #4,Studio Equipment,NordicTrack,StabilityBalls-879,11A62FDF-18D,2024-04-24,37,2027-04-24,Active
EQ0725,FAC003,AR033,Stability Balls #5,Studio Equipment,Cybex,StabilityBalls-758,7015B000-141,2020-11-21,25,2021-11-21,Active
EQ0726,FAC003,AR033,Stability Balls #6,Studio Equipment,Bowflex,StabilityBalls-484,6C4C9422-739,2023-01-25,40,2025-01-24,Active
EQ0727,FAC003,AR033,Stability Balls #7,Studio Equipment,Schwinn,StabilityBalls-771,4F7F1222-FE8,2025-01-28,25,2027-01-28,Active
EQ0728,FAC003,AR033,Stability Balls #8,Studio Equipment,Schwinn,StabilityBalls-783,8EEB2BF8-1EC,2024-09-29,33,2026-09-29,Active
EQ0729,FAC003,AR033,Stability Balls #9,Studio Equipment,TRX,StabilityBalls-175,21C9A1A5-4BF,2024-11-20,54,2025-11-20,Active
EQ0730,FAC003,AR033,Stability Balls #10,Studio Equipment,NordicTrack,StabilityBalls-819,0A7E66DC-2A8,2022-11-01,40,2024-10-31,Active
EQ0731,FAC003,AR033,Stability Balls #11,Studio Equipment,Precor,StabilityBalls-325,ACB072FC-895,2021-03-23,34,2022-03-23,Active
EQ0732,FAC003,AR033,Stability Balls #12,Studio Equipment,Technogym,StabilityBalls-204,BCF37233-5E0,2022-11-21,59,2025-11-20,Active
EQ0733,FAC003,AR033,Stability Balls #13,Studio Equipment,Precor,StabilityBalls-980,26D5776E-4DF,2023-02-25,40,2025-02-24,Active
EQ0734,FAC003,AR033,Stability Balls #14,Studio Equipment,Matrix,StabilityBalls-319,2D4A0B5C-1C9,2024-08-27,22,2025-08-27,Active
EQ0735,FAC003,AR033,Stability Balls #15,Studio Equipment,Precor,StabilityBalls-396,B162F1AD-D49,2022-10-23,59,2025-10-22,Active
EQ0736,FAC003,AR033,Stability Balls #16,Studio Equipment,Precor,StabilityBalls-528,179A2BE1-69F,2023-05-09,29,2025-05-08,Active
EQ0737,FAC004,AR036,Dumbbells #1,Free Weights,Technogym,Dumbbells-357,C4B5EABA-27D,2023-10-31,151,2025-10-30,Maintenance
EQ0738,FAC004,AR036,Dumbbells #2,Free Weights,NordicTrack,Dumbbells-569,800152FB-374,2024-04-28,180,2026-04-28,Maintenance
EQ0739,FAC004,AR036,Dumbbells #3,Free Weights,Technogym,Dumbbells-908,3D37A4BF-517,2024-08-03,67,2026-08-03,Active
EQ0740,FAC004,AR036,Dumbbells #4,Free Weights,StairMaster,Dumbbells-748,A3F83D7F-DBA,2022-10-29,134,2025-10-28,Active
EQ0741,FAC004,AR036,Dumbbells #5,Free Weights,Schwinn,Dumbbells-859,1EC3DAF4-C1A,2025-01-18,53,2028-01-18,Active
EQ0742,FAC004,AR036,Dumbbells #6,Free Weights,Bowflex,Dumbbells-507,D61B35B6-F56,2023-02-07,157,2024-02-07,Active
