paymentid,memberid,membershipid,amount,paymentdate,paymentmethod,transactionid,paymenttype,status,processeddate
PAY00002129,MEM001431,MS0001865,89.98,2021-05-11,Credit Card,TXN867557810,Membership + Registration,Completed,2021-05-11
PAY00002130,MEM001432,MS0001866,89.98,2023-03-24,Cash,TXN919213497,Membership + Registration,Completed,2023-03-24
PAY00002131,MEM001432,MS0001867,25.0,2023-06-30,Credit Card,TXN821327170,Monthly Membership,Completed,2023-06-30
PAY00002132,MEM001433,MS0001868,59.99,2021-02-20,Credit Card,TXN139970018,Membership + Registration,Completed,2021-02-20
PAY00002133,MEM001433,MS0001869,59.99,2021-04-17,Cash,TXN344340280,Membership + Registration,Completed,2021-04-17
PAY00002134,MEM001434,MS0001870,58.33,2022-12-06,Credit Card,TXN449268225,Monthly Membership,Completed,2022-12-06
PAY00002135,MEM001435,MS0001871,58.33,2021-05-13,Debit Card,TXN401808563,Monthly Membership,Completed,2021-05-13
PAY00002136,MEM001435,MS0001871,58.33,2021-11-09,Cash,TXN460349602,Monthly Membership,Completed,2021-11-09
PAY00002137,MEM001436,MS0001872,119.98,2022-02-13,Debit Card,TXN808326931,Membership + Registration,Completed,2022-02-13
PAY00002138,MEM001437,MS0001873,119.98,2022-11-10,Credit Card,TXN790988957,Membership + Registration,Completed,2022-11-10
PAY00002139,MEM001438,MS0001874,119.98,2023-10-23,Credit Card,TXN921409868,Membership + Registration,Completed,2023-10-23
PAY00002140,MEM001439,MS0001875,119.98,2023-07-03,Credit Card,TXN748816706,Membership + Registration,Completed,2023-07-03
PAY00002141,MEM001440,MS0001876,59.99,2022-05-11,Credit Card,TXN529538869,Membership + Registration,Completed,2022-05-11
PAY00002142,MEM001441,MS0001877,59.99,2024-08-16,Credit Card,TXN741641265,Membership + Registration,Completed,2024-08-16
PAY00002143,MEM001442,MS0001878,54.99,2023-02-01,Credit Card,TXN713567818,Monthly Membership,Refunded,2023-02-03
PAY00002144,MEM001442,MS0001879,99.99,2023-05-13,Cash,TXN202825078,Monthly Membership,Completed,2023-05-13
PAY00002145,MEM001442,MS0001879,99.99,2023-11-09,Bank Transfer,TXN303038170,Monthly Membership,Completed,2023-11-09
PAY00002146,MEM001443,MS0001880,58.33,2021-04-02,Credit Card,TXN568448289,Monthly Membership,Completed,2021-04-02
PAY00002147,MEM001443,MS0001881,119.98,2022-05-09,Credit Card,TXN328689991,Membership + Registration,Completed,2022-05-09
PAY00002148,MEM001444,MS0001882,229.98,2021-10-03,Debit Card,TXN267500266,Membership + Registration,Completed,2021-10-03
PAY00002149,MEM001444,MS0001883,89.98,2021-12-29,Debit Card,TXN561602246,Membership + Registration,Completed,2021-12-29
PAY00002150,MEM001445,MS0001884,229.98,2025-02-12,Cash,TXN871241306,Membership + Registration,Completed,2025-02-12
PAY00002151,MEM001446,MS0001885,59.99,2023-03-25,Credit Card,TXN852974881,Membership + Registration,Completed,2023-03-25
PAY00002152,MEM001447,MS0001886,119.98,2025-08-28,Credit Card,TXN198395335,Membership + Registration,Completed,2025-08-28
PAY00002153,MEM001448,MS0001887,119.98,2021-02-11,Check,TXN800828705,Membership + Registration,Completed,2021-02-11
PAY00002154,MEM001449,MS0001888,119.98,2022-06-29,Debit Card,TXN154272422,Membership + Registration,Completed,2022-06-29
PAY00002155,MEM001449,MS0001889,119.98,2022-08-12,Credit Card,TXN689901104,Membership + Registration,Completed,2022-08-12
PAY00002156,MEM001450,MS0001890,229.98,2023-04-03,Debit Card,TXN603831991,Membership + Registration,Completed,2023-04-03
PAY00002157,MEM001451,MS0001891,59.99,2022-01-28,Cash,TXN653077876,Membership + Registration,Completed,2022-01-28
PAY00002158,MEM001452,MS0001892,229.98,2024-04-06,Credit Card,TXN706710583,Membership + Registration,Completed,2024-04-06
PAY00002159,MEM001452,MS0001893,58.33,2024-05-19,Credit Card,TXN335721616,Monthly Membership,Completed,2024-05-19
PAY00002160,MEM001452,MS0001893,58.33,2024-09-16,Credit Card,TXN230957205,Monthly Membership,Completed,2024-09-16
PAY00002161,MEM001452,MS0001893,58.33,2025-01-14,Credit Card,TXN233921539,Monthly Membership,Completed,2025-01-14
PAY00002162,MEM001453,MS0001894,119.98,2020-11-21,Bank Transfer,TXN248487326,Membership + Registration,Completed,2020-11-21
PAY00002163,MEM001454,MS0001895,99.99,2024-10-22,Credit Card,TXN807941157,Monthly Membership,Completed,2024-10-22
PAY00002164,MEM001454,MS0001895,99.99,2025-04-20,Credit Card,TXN315941934,Monthly Membership,Completed,2025-04-20
PAY00002165,MEM001454,MS0001896,229.98,2025-10-31,Credit Card,TXN567810500,Membership + Registration,Completed,2025-10-31
PAY00002166,MEM001455,MS0001897,229.98,2025-04-13,Debit Card,TXN455191567,Membership + Registration,Failed,2025-04-18
PAY00002167,MEM001456,MS0001898,119.98,2021-08-21,Credit Card,TXN996123950,Membership + Registration,Completed,2021-08-21
PAY00002168,MEM001457,MS0001899,119.98,2025-02-25,Credit Card,TXN382033572,Membership + Registration,Completed,2025-02-25
PAY00002169,MEM001458,MS0001900,89.98,2021-02-03,Cash,TXN562077260,Membership + Registration,Completed,2021-02-03
PAY00002170,MEM001459,MS0001901,58.33,2025-09-23,Debit Card,TXN100855436,Monthly Membership,Completed,2025-09-23
PAY00002171,MEM001459,MS0001901,58.33,2026-01-21,Credit Card,TXN447815153,Monthly Membership,Completed,2026-01-21
PAY00002172,MEM001459,MS0001901,58.33,2026-05-21,Credit Card,TXN883870955,Monthly Membership,Completed,2026-05-21
PAY00002173,MEM001460,MS0001902,25.0,2023-05-05,Debit Card,TXN794048426,Monthly Membership,Completed,2023-05-05
PAY00002174,MEM001461,MS0001903,89.98,2022-06-24,Credit Card,TXN171744617,Membership + Registration,Completed,2022-06-24
PAY00002175,MEM001461,MS0001904,58.33,2022-10-12,Credit Card,TXN917343459,Monthly Membership,Failed,2022-10-14
PAY00002176,MEM001462,MS0001905,119.98,2022-03-04,Credit Card,TXN712054583,Membership + Registration,Completed,2022-03-04
PAY00002177,MEM001463,MS0001906,54.99,2024-06-28,Debit Card,TXN494044304,Monthly Membership,Completed,2024-06-28
PAY00002178,MEM001464,MS0001907,229.98,2022-05-31,Bank Transfer,TXN486164270,Membership + Registration,Completed,2022-05-31
PAY00002179,MEM001465,MS0001908,89.98,2021-03-24,Debit Card,TXN865066303,Membership + Registration,Completed,2021-03-24
PAY00002180,MEM001466,MS0001909,89.98,2020-12-23,Credit Card,TXN902152941,Membership + Registration,Completed,2020-12-23
PAY00002181,MEM001467,MS0001910,54.99,2022-02-03,Debit Card,TXN128860664,Membership + Registration,Completed,2022-02-03
PAY00002182,MEM001467,MS0001911,89.98,2022-03-19,Credit Card,TXN939185218,Membership + Registration,Completed,2022-03-19
PAY00002183,MEM001468,MS0001912,89.98,2024-09-06,Credit Card,TXN500856844,Membership + Registration,Completed,2024-09-06
PAY00002184,MEM001469,MS0001913,119.98,2021-03-04,Debit Card,TXN968634802,Membership + Registration,Completed,2021-03-04
PAY00002185,MEM001470,MS0001914,54.99,2022-08-03,Bank Transfer,TXN910994996,Monthly Membership,Completed,2022-08-03
PAY00002186,MEM001471,MS0001915,229.98,2025-07-05,Credit Card,TXN636076064,Membership + Registration,Completed,2025-07-05
PAY00002187,MEM001471,MS0001916,89.98,2025-09-04,Credit Card,TXN239521215,Membership + Registration,Completed,2025-09-04
PAY00002188,MEM001472,MS0001917,89.98,2024-08-05,Credit Card,TXN679175069,Membership + Registration,Completed,2024-08-05
PAY00002189,MEM001472,MS0001918,119.98,2024-10-19,Credit Card,TXN798311128,Membership + Registration,Completed,2024-10-19
PAY00002190,MEM001473,MS0001919,119.98,2025-09-19,Credit Card,TXN466709315,Membership + Registration,Completed,2025-09-19
PAY00002191,MEM001473,MS0001920,89.98,2025-12-14,Credit Card,TXN668239783,Membership + Registration,Completed,2025-12-14
PAY00002192,MEM001474,MS0001921,229.98,2023-04-03,Bank Transfer,TXN918654676,Membership + Registration,Completed,2023-04-03
PAY00002193,MEM001474,MS0001922,54.99,2023-05-21,Cash,TXN936691428,Monthly Membership,Completed,2023-05-21
PAY00002194,MEM001475,MS0001923,58.33,2024-07-08,Debit Card,TXN709026801,Monthly Membership,Completed,2024-07-08
PAY00002195,MEM001476,MS0001924,119.98,2024-05-25,Bank Transfer,TXN554125337,Membership + Registration,Completed,2024-05-25
PAY00002196,MEM001477,MS0001925,54.99,2022-11-07,Debit Card,TXN262955093,Membership + Registration,Completed,2022-11-07
PAY00002197,MEM001477,MS0001926,89.98,2023-01-24,Debit Card,TXN737353989,Membership + Registration,Completed,2023-01-24
PAY00002198,MEM001478,MS0001927,89.98,2021-02-26,Debit Card,TXN827975463,Membership + Registration,Failed,2021-02-26
PAY00002199,MEM001479,MS0001928,59.99,2024-08-06,Credit Card,TXN983777766,Membership + Registration,Completed,2024-08-06
PAY00002200,MEM001479,MS0001929,59.99,2024-12-02,Bank Transfer,TXN780884975,Membership + Registration,Completed,2024-12-02
PAY00002201,MEM001480,MS0001930,229.98,2022-07-24,Credit Card,TXN730703819,Membership + Registration,Completed,2022-07-24
PAY00002202,MEM001481,MS0001931,58.33,2024-02-03,Cash,TXN261827709,Monthly Membership,Completed,2024-02-03
PAY00002203,MEM001481,MS0001931,58.33,2024-06-02,Credit Card,TXN385277116,Monthly Membership,Completed,2024-06-02
PAY00002204,MEM001481,MS0001931,58.33,2024-09-30,Credit Card,TXN529428501,Monthly Membership,Completed,2024-09-30
PAY00002205,MEM001482,MS0001932,119.98,2023-04-13,Credit Card,TXN797126162,Membership + Registration,Completed,2023-04-13
PAY00002206,MEM001483,MS0001933,58.33,2025-09-18,Credit Card,TXN208916844,Monthly Membership,Completed,2025-09-18
PAY00002207,MEM001483,MS0001933,58.33,2026-03-17,Credit Card,TXN367526039,Monthly Membership,Completed,2026-03-17
PAY00002208,MEM001484,MS0001934,89.98,2025-05-04,Credit Card,TXN293402853,Membership + Registration,Completed,2025-05-04
PAY00002209,MEM001485,MS0001935,229.98,2021-10-11,Cash,TXN740724755,Membership + Registration,Completed,2021-10-11
PAY00002210,MEM001486,MS0001936,229.98,2024-03-27,Credit Card,TXN173170085,Membership + Registration,Completed,2024-03-27
PAY00002211,MEM001487,MS0001937,229.98,2022-10-20,Credit Card,TXN504318968,Membership + Registration,Completed,2022-10-20
PAY00002212,MEM001488,MS0001938,119.98,2025-08-30,Credit Card,TXN981250967,Membership + Registration,Completed,2025-08-30
PAY00002213,MEM001488,MS0001939,119.98,2025-10-16,Debit Card,TXN322478536,Membership + Registration,Completed,2025-10-16
PAY00002214,MEM001489,MS0001940,89.98,2024-07-28,Credit Card,TXN384612102,Membership + Registration,Completed,2024-07-28
PAY00002215,MEM001490,MS0001941,59.99,2025-02-05,Credit Card,TXN434966402,Membership + Registration,Completed,2025-02-05
PAY00002216,MEM001490,MS0001942,59.99,2025-04-17,Credit Card,TXN351317848,Membership + Registration,Refunded,2025-04-21
PAY00002217,MEM001491,MS0001943,89.98,2025-03-01,Credit Card,TXN746513163,Membership + Registration,Completed,2025-03-01
PAY00002218,MEM001492,MS0001944,59.99,2022-10-19,Credit Card,TXN276841018,Membership + Registration,Completed,2022-10-19
PAY00002219,MEM001493,MS0001945,119.98,2025-08-14,Credit Card,TXN229863719,Membership + Registration,Completed,2025-08-14
PAY00002220,MEM001493,MS0001946,89.98,2025-10-24,Credit Card,TXN760904100,Membership + Registration,Completed,2025-10-24
PAY00002221,MEM001494,MS0001947,58.33,2020-12-29,Credit Card,TXN773132320,Monthly Membership,Completed,2020-12-29
PAY00002222,MEM001494,MS0001947,58.33,2021-04-28,Credit Card,TXN527925450,Monthly Membership,Completed,2021-04-28
PAY00002223,MEM001494,MS0001947,58.33,2021-08-26,Cash,TXN903722992,Monthly Membership,Failed,2021-08-26
PAY00002224,MEM001494,MS0001948,229.98,2022-02-24,Credit Card,TXN916388355,Membership + Registration,Completed,2022-02-24
PAY00002225,MEM001495,MS0001949,119.98,2021-07-28,Credit Card,TXN525152598,Membership + Registration,Completed,2021-07-28
PAY00002226,MEM001496,MS0001950,54.99,2022-03-17,Credit Card,TXN291078408,Monthly Membership,Completed,2022-03-17
PAY00002227,MEM001497,MS0001951,89.98,2023-07-05,Debit Card,TXN903054319,Membership + Registration,Completed,2023-07-05
PAY00002228,MEM001498,MS0001952,59.99,2021-06-12,Check,TXN385669554,Membership + Registration,Completed,2021-06-12
PAY00002229,MEM001498,MS0001953,119.98,2021-10-09,Credit Card,TXN374201342,Membership + Registration,Completed,2021-10-09
PAY00002230,MEM001499,MS0001954,89.98,2025-02-20,Debit Card,TXN801973472,Membership + Registration,Completed,2025-02-20
PAY00002231,MEM001500,MS0001955,89.98,2024-02-18,Check,TXN337369355,Membership + Registration,Completed,2024-02-18
PAY00002232,MEM001500,MS0001956,119.98,2024-04-10,Credit Card,TXN129704735,Membership + Registration,Completed,2024-04-10
PAY00002233,MEM001501,MS0001957,59.99,2020-10-17,Credit Card,TXN284252015,Membership + Registration,Completed,2020-10-17
PAY00002234,MEM001501,MS0001958,89.98,2020-11-23,Credit Card,TXN554042637,Membership + Registration,Completed,2020-11-23
PAY00002235,MEM001502,MS0001959,229.98,2025-05-25,Credit Card,TXN217750127,Membership + Registration,Completed,2025-05-25
PAY00002236,MEM001503,MS0001960,59.99,2022-10-28,Debit Card,TXN912293719,Membership + Registration,Completed,2022-10-28
PAY00002237,MEM001504,MS0001961,58.33,2021-01-01,Credit Card,TXN710531689,Monthly Membership,Completed,2021-01-01
PAY00002238,MEM001505,MS0001962,229.98,2025-02-05,Debit Card,TXN466967760,Membership + Registration,Completed,2025-02-05
PAY00002239,MEM001506,MS0001963,59.99,2023-09-15,Credit Card,TXN124911659,Membership + Registration,Failed,2023-09-22
PAY00002240,MEM001507,MS0001964,54.99,2022-02-25,Credit Card,TXN670245275,Monthly Membership,Completed,2022-02-25
PAY00002241,MEM001507,MS0001965,58.33,2022-06-23,Cash,TXN921253800,Monthly Membership,Completed,2022-06-23
PAY00002242,MEM001508,MS0001966,58.33,2022-11-21,Credit Card,TXN792211234,Monthly Membership,Completed,2022-11-21
PAY00002243,MEM001508,MS0001966,58.33,2023-03-21,Credit Card,TXN247805616,Monthly Membership,Completed,2023-03-21
PAY00002244,MEM001508,MS0001966,58.33,2023-07-19,Credit Card,TXN571496115,Monthly Membership,Completed,2023-07-19
PAY00002245,MEM001508,MS0001967,99.99,2024-01-25,Credit Card,TXN488328040,Monthly Membership,Completed,2024-01-25
PAY00002246,MEM001508,MS0001967,99.99,2024-07-23,Debit Card,TXN574569405,Monthly Membership,Refunded,2024-07-29
PAY00002247,MEM001509,MS0001968,59.99,2021-12-12,Credit Card,TXN432323699,Membership + Registration,Completed,2021-12-12
PAY00002248,MEM001510,MS0001969,119.98,2024-07-17,Credit Card,TXN413289397,Membership + Registration,Completed,2024-07-17
PAY00002249,MEM001510,MS0001970,89.98,2024-10-10,Debit Card,TXN540179639,Membership + Registration,Completed,2024-10-10
PAY00002250,MEM001511,MS0001971,119.98,2023-07-28,Debit Card,TXN355495969,Membership + Registration,Completed,2023-07-28
PAY00002251,MEM001512,MS0001972,89.98,2021-04-21,Credit Card,TXN415813344,Membership + Registration,Completed,2021-04-21
PAY00002252,MEM001512,MS0001973,119.98,2021-07-27,Credit Card,TXN710299134,Membership + Registration,Completed,2021-07-27
PAY00002253,MEM001513,MS0001974,58.33,2021-06-28,Credit Card,TXN156546986,Monthly Membership,Completed,2021-06-28
PAY00002254,MEM001514,MS0001975,58.33,2022-06-06,Debit Card,TXN947755309,Monthly Membership,Completed,2022-06-06
PAY00002255,MEM001514,MS0001975,58.33,2022-10-04,Credit Card,TXN571618562,Monthly Membership,Completed,2022-10-04
PAY00002256,MEM001514,MS0001975,58.33,2023-02-01,Credit Card,TXN566068777,Monthly Membership,Completed,2023-02-01
PAY00002257,MEM001515,MS0001976,59.99,2023-11-11,Debit Card,TXN113297148,Membership + Registration,Completed,2023-11-11
PAY00002258,MEM001516,MS0001977,89.98,2020-10-31,Bank Transfer,TXN549683142,Membership + Registration,Completed,2020-10-31
PAY00002259,MEM001516,MS0001978,59.99,2021-01-25,Credit Card,TXN934491674,Membership + Registration,Completed,2021-01-25
PAY00002260,MEM001517,MS0001979,119.98,2020-10-04,Credit Card,TXN785464689,Membership + Registration,Completed,2020-10-04
PAY00002261,MEM001517,MS0001980,59.99,2020-11-13,Bank Transfer,TXN245456043,Membership + Registration,Completed,2020-11-13
PAY00002262,MEM001518,MS0001981,229.98,2021-07-24,Credit Card,TXN257000935,Membership + Registration,Completed,2021-07-24
PAY00002263,MEM001519,MS0001982,229.98,2024-12-24,Credit Card,TXN157736251,Membership + Registration,Completed,2024-12-24
PAY00002264,MEM001519,MS0001983,58.33,2025-02-06,Debit Card,TXN296380174,Monthly Membership,Completed,2025-02-06
PAY00002265,MEM001519,MS0001983,58.33,2025-08-05,Credit Card,TXN559785966,Monthly Membership,Completed,2025-08-05
PAY00002266,MEM001520,MS0001984,54.99,2025-06-07,Credit Card,TXN781900195,Monthly Membership,Completed,2025-06-07
PAY00002267,MEM001521,MS0001985,89.98,2024-10-10,Credit Card,TXN783613137,Membership + Registration,Completed,2024-10-10
PAY00002268,MEM001522,MS0001986,54.99,2021-01-06,Credit Card,TXN234846104,Monthly Membership,Completed,2021-01-06
PAY00002269,MEM001523,MS0001987,59.99,2024-05-02,Debit Card,TXN370572757,Membership + Registration,Completed,2024-05-02
PAY00002270,MEM001524,MS0001988,58.33,2021-07-29,Debit Card,TXN182691289,Monthly Membership,Completed,2021-07-29
PAY00002271,MEM001524,MS0001988,58.33,2022-01-25,Credit Card,TXN294191910,Monthly Membership,Refunded,2022-01-26
PAY00002272,MEM001524,MS0001989,119.98,2022-09-20,Credit Card,TXN752429017,Membership + Registration,Completed,2022-09-20
PAY00002273,MEM001525,MS0001990,89.98,2024-10-10,Credit Card,TXN558110436,Membership + Registration,Completed,2024-10-10
PAY00002274,MEM001526,MS0001991,58.33,2023-05-12,Bank Transfer,TXN981335509,Monthly Membership,Completed,2023-05-12
PAY00002275,MEM001526,MS0001991,58.33,2023-09-09,Credit Card,TXN167622099,Monthly Membership,Completed,2023-09-09
PAY00002276,MEM001526,MS0001991,58.33,2024-01-07,Credit Card,TXN588993157,Monthly Membership,Completed,2024-01-07
PAY00002277,MEM001527,MS0001992,229.98,2024-12-07,Credit Card,TXN341912476,Membership + Registration,Completed,2024-12-07
PAY00002278,MEM001528,MS0001993,58.33,2022-04-14,Credit Card,TXN108973893,Monthly Membership,Completed,2022-04-14
PAY00002279,MEM001528,MS0001993,58.33,2022-10-11,Debit Card,TXN751338097,Monthly Membership,Completed,2022-10-11
PAY00002280,MEM001529,MS0001994,119.98,2021-02-28,Credit Card,TXN604977287,Membership + Registration,Completed,2021-02-28
PAY00002281,MEM001530,MS0001995,119.98,2025-04-07,Credit Card,TXN892908429,Membership + Registration,Completed,2025-04-07
PAY00002282,MEM001531,MS0001996,119.98,2022-05-24,Debit Card,TXN377211595,Membership + Registration,Completed,2022-05-24
PAY00002283,MEM001531,MS0001997,119.98,2022-08-16,Credit Card,TXN715101597,Membership + Registration,Completed,2022-08-16
PAY00002284,MEM001532,MS0001998,59.99,2024-10-24,Credit Card,TXN819772587,Membership + Registration,Completed,2024-10-24
PAY00002285,MEM001532,MS0001999,119.98,2024-12-29,Credit Card,TXN275651637,Membership + Registration,Completed,2024-12-29
PAY00002286,MEM001533,MS0002000,58.33,2021-06-02,Bank Transfer,TXN204297294,Monthly Membership,Completed,2021-06-02
PAY00002287,MEM001534,MS0002001,59.99,2024-06-24,Credit Card,TXN214161600,Membership + Registration,Completed,2024-06-24
PAY00002288,MEM001535,MS0002002,119.98,2022-04-25,Credit Card,TXN214761297,Membership + Registration,Completed,2022-04-25
PAY00002289,MEM001536,MS0002003,119.98,2021-06-08,Credit Card,TXN601556330,Membership + Registration,Completed,2021-06-08
PAY00002290,MEM001536,MS0002004,119.98,2021-07-26,Credit Card,TXN751809957,Membership + Registration,Completed,2021-07-26
PAY00002291,MEM001537,MS0002005,229.98,2023-08-30,Credit Card,TXN834329767,Membership + Registration,Completed,2023-08-30
PAY00002292,MEM001538,MS0002006,89.98,2025-04-17,Debit Card,TXN566049705,Membership + Registration,Completed,2025-04-17
PAY00002293,MEM001539,MS0002007,58.33,2025-05-27,Credit Card,TXN506662713,Monthly Membership,Completed,2025-05-27
PAY00002294,MEM001540,MS0002008,119.98,2023-08-17,Credit Card,TXN821860175,Membership + Registration,Completed,2023-08-17
PAY00002295,MEM001540,MS0002009,119.98,2023-09-29,Debit Card,TXN966609463,Membership + Registration,Completed,2023-09-29
PAY00002296,MEM001541,MS0002010,119.98,2024-07-04,Credit Card,TXN528668576,Membership + Registration,Completed,2024-07-04
PAY00002297,MEM001542,MS0002011,89.98,2024-11-16,Debit Card,TXN450323815,Membership + Registration,Completed,2024-11-16
PAY00002298,MEM001543,MS0002012,119.98,2023-04-02,Credit Card,TXN145729026,Membership + Registration,Completed,2023-04-02
PAY00002299,MEM001544,MS0002013,89.98,2023-12-09,Cash,TXN968084601,Membership + Registration,Completed,2023-12-09
PAY00002300,MEM001545,MS0002014,89.98,2023-03-04,Debit Card,TXN294057942,Membership + Registration,Completed,2023-03-04
PAY00002301,MEM001545,MS0002015,58.33,2023-05-05,Debit Card,TXN920008701,Monthly Membership,Completed,2023-05-05
PAY00002302,MEM001545,MS0002015,58.33,2023-09-02,Check,TXN522504296,Monthly Membership,Completed,2023-09-02
PAY00002303,MEM001545,MS0002015,58.33,2023-12-31,Credit Card,TXN894144580,Monthly Membership,Completed,2023-12-31
PAY00002304,MEM001546,MS0002016,89.98,2023-03-16,Credit Card,TXN987450573,Membership + Registration,Completed,2023-03-16
PAY00002305,MEM001547,MS0002017,229.98,2023-09-11,Credit Card,TXN474529944,Membership + Registration,Completed,2023-09-11
PAY00002306,MEM001548,MS0002018,119.98,2021-01-30,Debit Card,TXN394986191,Membership + Registration,Completed,2021-01-30
PAY00002307,MEM001549,MS0002019,89.98,2021-09-08,Credit Card,TXN960537060,Membership + Registration,Completed,2021-09-08
PAY00002308,MEM001550,MS0002020,59.99,2023-04-21,Bank Transfer,TXN885666723,Membership + Registration,Completed,2023-04-21
PAY00002309,MEM001551,MS0002021,59.99,2021-05-07,Debit Card,TXN796575788,Membership + Registration,Completed,2021-05-07
PAY00002310,MEM001551,MS0002022,119.98,2021-06-24,Debit Card,TXN514767544,Membership + Registration,Completed,2021-06-24
PAY00002311,MEM001552,MS0002023,59.99,2024-04-06,Credit Card,TXN702407972,Membership + Registration,Completed,2024-04-06
PAY00002312,MEM001553,MS0002024,58.33,2023-06-23,Credit Card,TXN903491930,Monthly Membership,Completed,2023-06-23
PAY00002313,MEM001553,MS0002024,58.33,2023-10-21,Debit Card,TXN637882535,Monthly Membership,Completed,2023-10-21
PAY00002314,MEM001553,MS0002024,58.33,2024-02-18,Credit Card,TXN972469038,Monthly Membership,Completed,2024-02-18
PAY00002315,MEM001553,MS0002025,229.98,2024-08-07,Cash,TXN195753150,Membership + Registration,Completed,2024-08-07
PAY00002316,MEM001554,MS0002026,59.99,2020-12-25,Credit Card,TXN723839619,Membership + Registration,Completed,2020-12-25
PAY00002317,MEM001555,MS0002027,229.98,2025-02-07,Credit Card,TXN671274132,Membership + Registration,Completed,2025-02-07
PAY00002318,MEM001556,MS0002028,99.99,2024-03-03,Credit Card,TXN283491147,Monthly Membership,Completed,2024-03-03
PAY00002319,MEM001556,MS0002028,99.99,2024-07-01,Credit Card,TXN972404305,Monthly Membership,Completed,2024-07-01
PAY00002320,MEM001556,MS0002028,99.99,2024-10-29,Debit Card,TXN906995347,Monthly Membership,Completed,2024-10-29
PAY00002321,MEM001556,MS0002029,119.98,2025-02-27,Credit Card,TXN535370961,Membership + Registration,Completed,2025-02-27
PAY00002322,MEM001557,MS0002030,59.99,2025-05-02,Credit Card,TXN663811811,Membership + Registration,Completed,2025-05-02
PAY00002323,MEM001557,MS0002031,59.99,2025-07-09,Credit Card,TXN720525681,Membership + Registration,Completed,2025-07-09
PAY00002324,MEM001558,MS0002032,89.98,2021-04-06,Credit Card,TXN411012119,Membership + Registration,Completed,2021-04-06
PAY00002325,MEM001559,MS0002033,89.98,2024-09-28,Credit Card,TXN653180528,Membership + Registration,Completed,2024-09-28
PAY00002326,MEM001560,MS0002034,229.98,2021-03-28,Debit Card,TXN319643200,Membership + Registration,Completed,2021-03-28
PAY00002327,MEM001561,MS0002035,59.99,2023-08-30,Credit Card,TXN630782232,Membership + Registration,Completed,2023-08-30
PAY00002328,MEM001561,MS0002036,59.99,2023-10-31,Credit Card,TXN768901098,Membership + Registration,Completed,2023-10-31
PAY00002329,MEM001562,MS0002037,119.98,2025-08-31,Debit Card,TXN376568431,Membership + Registration,Completed,2025-08-31
PAY00002330,MEM001563,MS0002038,59.99,2021-07-16,Credit Card,TXN232410024,Membership + Registration,Completed,2021-07-16
PAY00002331,MEM001563,MS0002039,59.99,2021-10-28,Credit Card,TXN420426629,Membership + Registration,Completed,2021-10-28
PAY00002332,MEM001564,MS0002040,89.98,2025-01-20,Credit Card,TXN178730969,Membership + Registration,Completed,2025-01-20
PAY00002333,MEM001565,MS0002041,89.98,2024-11-23,Debit Card,TXN345566708,Membership + Registration,Completed,2024-11-23
PAY00002334,MEM001565,MS0002042,59.99,2025-03-23,Bank Transfer,TXN971389383,Membership + Registration,Completed,2025-03-23
PAY00002335,MEM001566,MS0002043,119.98,2021-06-10,Credit Card,TXN275830599,Membership + Registration,Completed,2021-06-10
PAY00002336,MEM001567,MS0002044,58.33,2024-07-12,Bank Transfer,TXN615987069,Monthly Membership,Completed,2024-07-12
PAY00002337,MEM001567,MS0002045,229.98,2025-09-30,Debit Card,TXN201769339,Membership + Registration,Completed,2025-09-30
PAY00002338,MEM001568,MS0002046,58.33,2025-03-16,Debit Card,TXN900657212,Monthly Membership,Completed,2025-03-16
PAY00002339,MEM001568,MS0002047,58.33,2026-06-07,Credit Card,TXN481489875,Monthly Membership,Completed,2026-06-07
PAY00002340,MEM001568,MS0002047,58.33,2026-12-04,Credit Card,TXN403898847,Monthly Membership,Completed,2026-12-04
PAY00002341,MEM001569,MS0002048,119.98,2024-05-17,Credit Card,TXN807472600,Membership + Registration,Completed,2024-05-17
PAY00002342,MEM001569,MS0002049,89.98,2024-07-28,Debit Card,TXN308476055,Membership + Registration,Completed,2024-07-28
PAY00002343,MEM001570,MS0002050,54.99,2021-09-28,Credit Card,TXN414408367,Membership + Registration,Completed,2021-09-28
PAY00002344,MEM001571,MS0002051,119.98,2023-08-07,Bank Transfer,TXN848437405,Membership + Registration,Completed,2023-08-07
PAY00002345,MEM001571,MS0002052,99.99,2023-11-08,Credit Card,TXN361253860,Monthly Membership,Completed,2023-11-08
PAY00002346,MEM001572,MS0002053,54.99,2024-02-19,Credit Card,TXN256917429,Monthly Membership,Completed,2024-02-19
PAY00002347,MEM001573,MS0002054,229.98,2022-04-25,Debit Card,TXN696142175,Membership + Registration,Completed,2022-04-25
PAY00002348,MEM001574,MS0002055,58.33,2025-07-22,Credit Card,TXN554442496,Monthly Membership,Completed,2025-07-22
PAY00002349,MEM001574,MS0002055,58.33,2026-01-18,Debit Card,TXN425072292,Monthly Membership,Completed,2026-01-18
PAY00002350,MEM001575,MS0002056,89.98,2025-03-31,Debit Card,TXN403212481,Membership + Registration,Pending,2025-04-01
PAY00002351,MEM001576,MS0002057,119.98,2022-07-01,Credit Card,TXN855062613,Membership + Registration,Completed,2022-07-01
PAY00002352,MEM001576,MS0002058,229.98,2022-09-20,Credit Card,TXN228598950,Membership + Registration,Completed,2022-09-20
PAY00002353,MEM001577,MS0002059,119.98,2022-05-10,Credit Card,TXN922921949,Membership + Registration,Completed,2022-05-10
