membershipid,memberid,membershiptypeid,startdate,enddate,status,autorenew
MS0001155,MEM000889,MT001,2024-08-01,2024-08-31,Expired,False
MS0001156,MEM000890,MT001,2025-09-26,2025-10-26,Active,False
MS0001157,MEM000891,MT007,2024-11-26,2025-11-21,Active,True
MS0001158,MEM000892,MT003,2022-12-24,2023-01-23,Expired,False
MS0001159,MEM000892,MT008,2023-02-06,2024-02-01,Expired,False
MS0001160,MEM000893,MT002,2024-05-08,2024-06-07,Expired,False
MS0001161,MEM000894,MT008,2021-12-16,2022-12-11,Expired,False
MS0001162,MEM000895,MT001,2024-08-12,2024-09-11,Expired,False
MS0001163,MEM000896,MT006,2024-02-23,2024-03-24,Expired,False
MS0001164,MEM000896,MT002,2024-05-08,2024-06-07,Expired,False
MS0001165,MEM000897,MT007,2024-12-08,2025-12-03,Expired,False
MS0001166,MEM000897,MT007,2025-12-19,2026-12-14,Active,True
MS0001167,MEM000898,MT005,2025-06-04,2025-07-04,Cancelled,False
MS0001168,MEM000898,MT001,2025-09-08,2025-10-08,Active,False
MS0001169,MEM000899,MT003,2022-06-14,2022-07-14,Expired,False
MS0001170,MEM000900,MT006,2021-09-07,2021-10-07,Cancelled,False
MS0001171,MEM000901,MT001,2022-01-23,2022-02-22,Expired,False
MS0001172,MEM000902,MT001,2022-09-13,2022-10-13,Expired,False
MS0001173,MEM000902,MT003,2022-10-30,2022-11-29,Expired,False
MS0001174,MEM000903,MT005,2022-05-03,2022-06-02,Expired,False
MS0001175,MEM000904,MT005,2023-08-05,2023-09-04,Expired,False
MS0001176,MEM000905,MT002,2025-09-25,2025-10-25,Active,False
MS0001177,MEM000906,MT007,2022-06-05,2023-05-31,Expired,False
MS0001178,MEM000907,MT003,2024-08-26,2024-09-25,Expired,False
MS0001179,MEM000908,MT007,2022-02-02,2023-01-28,Expired,False
MS0001180,MEM000909,MT004,2025-02-24,2025-03-26,Expired,False
MS0001181,MEM000910,MT001,2023-10-03,2023-11-02,Expired,False
MS0001182,MEM000911,MT002,2021-01-24,2021-02-23,Expired,False
MS0001183,MEM000912,MT002,2022-12-07,2023-01-06,Expired,False
MS0001184,MEM000913,MT001,2023-01-31,2023-03-02,Expired,False
MS0001185,MEM000914,MT002,2024-01-04,2024-02-03,Expired,False
MS0001186,MEM000915,MT002,2025-01-23,2025-02-22,Expired,False
MS0001187,MEM000916,MT002,2020-10-05,2020-11-04,Expired,False
MS0001188,MEM000917,MT005,2023-06-25,2023-07-25,Expired,False
MS0001189,MEM000917,MT005,2023-10-01,2023-10-31,Expired,False
MS0001190,MEM000918,MT002,2025-02-24,2025-03-26,Cancelled,False
MS0001191,MEM000918,MT008,2025-05-09,2026-05-04,Cancelled,False
MS0001192,MEM000919,MT007,2024-09-21,2025-09-16,Expired,False
MS0001193,MEM000920,MT002,2023-04-11,2023-05-11,Expired,False
MS0001194,MEM000921,MT002,2024-03-23,2024-04-22,Expired,False
MS0001195,MEM000922,MT002,2023-04-04,2023-05-04,Expired,False
MS0001196,MEM000923,MT003,2020-12-31,2021-01-30,Expired,False
MS0001197,MEM000924,MT005,2024-11-01,2024-12-01,Expired,False
MS0001198,MEM000925,MT002,2024-07-21,2024-08-20,Expired,False
MS0001199,MEM000926,MT002,2022-02-11,2022-03-13,Cancelled,False
MS0001200,MEM000926,MT007,2022-03-29,2023-03-24,Expired,False
MS0001201,MEM000927,MT005,2023-11-09,2023-12-09,Expired,False
MS0001202,MEM000927,MT005,2024-02-18,2024-03-19,Expired,False
MS0001203,MEM000928,MT001,2020-11-07,2020-12-07,Cancelled,False
MS0001204,MEM000928,MT007,2021-02-20,2022-02-15,Expired,False
MS0001205,MEM000929,MT002,2023-01-06,2023-02-05,Cancelled,False
MS0001206,MEM000929,MT002,2023-04-09,2023-05-09,Expired,False
MS0001207,MEM000930,MT006,2024-06-18,2024-07-18,Expired,False
MS0001208,MEM000931,MT007,2024-06-06,2025-06-01,Expired,False
MS0001209,MEM000932,MT004,2023-08-14,2023-09-13,Expired,False
MS0001210,MEM000933,MT003,2024-08-06,2024-09-05,Expired,False
MS0001211,MEM000933,MT008,2024-10-25,2025-10-20,Active,True
MS0001212,MEM000934,MT002,2021-12-13,2022-01-12,Expired,False
MS0001213,MEM000935,MT001,2024-01-09,2024-02-08,Expired,False
MS0001214,MEM000936,MT002,2022-02-26,2022-03-28,Cancelled,False
MS0001215,MEM000936,MT003,2022-06-25,2022-07-25,Expired,False
MS0001216,MEM000937,MT001,2023-10-11,2023-11-10,Expired,False
MS0001217,MEM000938,MT004,2023-11-07,2023-12-07,Expired,False
MS0001218,MEM000939,MT002,2023-01-15,2023-02-14,Expired,False
MS0001219,MEM000940,MT005,2021-12-23,2022-01-22,Expired,False
MS0001220,MEM000941,MT001,2022-04-03,2022-05-03,Expired,False
MS0001221,MEM000942,MT002,2023-02-21,2023-03-23,Expired,False
MS0001222,MEM000943,MT001,2025-05-23,2025-06-22,Cancelled,False
MS0001223,MEM000943,MT008,2025-09-04,2026-08-30,Expired,False
MS0001224,MEM000944,MT005,2024-10-29,2024-11-28,Expired,False
MS0001225,MEM000944,MT002,2025-01-05,2025-02-04,Expired,False
MS0001226,MEM000945,MT005,2024-06-20,2024-07-20,Expired,False
MS0001227,MEM000946,MT005,2020-10-14,2020-11-13,Cancelled,False
MS0001228,MEM000946,MT001,2020-12-20,2021-01-19,Expired,False
MS0001229,MEM000947,MT003,2021-10-25,2021-11-24,Expired,False
MS0001230,MEM000948,MT005,2023-04-05,2023-05-05,Expired,False
MS0001231,MEM000949,MT001,2023-11-09,2023-12-09,Expired,False
MS0001232,MEM000950,MT003,2023-03-07,2023-04-06,Expired,False
MS0001233,MEM000951,MT005,2020-11-24,2020-12-24,Expired,False
MS0001234,MEM000952,MT007,2020-10-17,2021-10-12,Expired,False
MS0001235,MEM000953,MT001,2023-05-07,2023-06-06,Expired,False
MS0001236,MEM000954,MT002,2021-10-05,2021-11-04,Cancelled,False
MS0001237,MEM000954,MT005,2022-01-31,2022-03-02,Expired,False
MS0001238,MEM000955,MT002,2022-06-29,2022-07-29,Expired,False
MS0001239,MEM000956,MT001,2024-04-29,2024-05-29,Expired,False
MS0001240,MEM000957,MT005,2024-04-08,2024-05-08,Expired,False
MS0001241,MEM000958,MT003,2023-04-28,2023-05-28,Expired,False
MS0001242,MEM000958,MT002,2023-06-14,2023-07-14,Expired,False
MS0001243,MEM000959,MT006,2025-02-07,2025-03-09,Expired,False
MS0001244,MEM000960,MT002,2024-03-14,2024-04-13,Expired,False
MS0001245,MEM000961,MT007,2021-05-29,2022-05-24,Cancelled,False
MS0001246,MEM000961,MT002,2022-07-14,2022-08-13,Expired,False
MS0001247,MEM000962,MT006,2021-01-29,2021-02-28,Expired,False
MS0001248,MEM000962,MT002,2021-03-04,2021-04-03,Expired,False
MS0001249,MEM000963,MT004,2022-06-24,2022-07-24,Expired,False
MS0001250,MEM000964,MT005,2021-02-11,2021-03-13,Expired,False
MS0001251,MEM000964,MT005,2021-03-17,2021-04-16,Expired,False
MS0001252,MEM000965,MT006,2023-04-27,2023-05-27,Expired,False
MS0001253,MEM000965,MT001,2023-07-26,2023-08-25,Expired,False
MS0001254,MEM000966,MT002,2023-10-13,2023-11-12,Cancelled,False
MS0001255,MEM000966,MT007,2023-11-27,2024-11-21,Expired,False
MS0001256,MEM000967,MT001,2025-07-23,2025-08-22,Expired,False
MS0001257,MEM000968,MT001,2021-07-21,2021-08-20,Cancelled,False
MS0001258,MEM000968,MT002,2021-08-25,2021-09-24,Expired,False
MS0001259,MEM000968,MT001,2021-10-27,2021-11-26,Cancelled,False
MS0001260,MEM000969,MT001,2021-01-21,2021-02-20,Expired,False
MS0001261,MEM000970,MT006,2023-01-11,2023-02-10,Expired,False
MS0001262,MEM000971,MT001,2021-06-01,2021-07-01,Expired,False
MS0001263,MEM000972,MT002,2023-11-24,2023-12-24,Expired,False
MS0001264,MEM000973,MT007,2025-02-19,2026-02-14,Active,True
MS0001265,MEM000974,MT007,2021-12-15,2022-12-10,Expired,False
MS0001266,MEM000975,MT002,2024-01-30,2024-02-29,Expired,False
MS0001267,MEM000976,MT008,2022-02-19,2023-02-14,Expired,False
MS0001268,MEM000977,MT006,2024-06-22,2024-07-22,Expired,False
MS0001269,MEM000977,MT007,2024-10-19,2025-10-14,Expired,False
MS0001270,MEM000978,MT003,2024-08-16,2024-09-15,Cancelled,False
MS0001271,MEM000978,MT003,2024-11-14,2024-12-14,Expired,False
MS0001272,MEM000979,MT004,2024-08-08,2024-09-07,Cancelled,False
MS0001273,MEM000979,MT001,2024-09-18,2024-10-18,Expired,False
MS0001274,MEM000980,MT003,2022-02-20,2022-03-22,Expired,False
MS0001275,MEM000981,MT006,2024-01-01,2024-01-31,Cancelled,False
MS0001276,MEM000982,MT003,2024-01-13,2024-02-12,Expired,False
MS0001277,MEM000983,MT003,2025-05-11,2025-06-10,Expired,False
MS0001278,MEM000984,MT002,2021-06-29,2021-07-29,Expired,False
MS0001279,MEM000984,MT001,2021-09-02,2021-10-02,Expired,False
MS0001280,MEM000985,MT002,2025-07-24,2025-08-23,Expired,False
MS0001281,MEM000986,MT007,2021-04-08,2022-04-03,Expired,False
MS0001282,MEM000986,MT007,2022-05-26,2023-05-21,Expired,False
MS0001283,MEM000987,MT008,2021-04-08,2022-04-03,Expired,False
MS0001284,MEM000988,MT002,2022-06-03,2022-07-03,Expired,False
MS0001285,MEM000989,MT002,2021-05-12,2021-06-11,Expired,False
MS0001286,MEM000990,MT001,2025-05-20,2025-06-19,Expired,False
MS0001287,MEM000991,MT005,2022-06-29,2022-07-29,Expired,False
MS0001288,MEM000992,MT007,2021-06-24,2022-06-19,Expired,False
MS0001289,MEM000993,MT001,2022-08-22,2022-09-21,Expired,False
MS0001290,MEM000994,MT002,2022-02-21,2022-03-23,Expired,False
MS0001291,MEM000995,MT002,2022-01-11,2022-02-10,Expired,False
MS0001292,MEM000996,MT001,2024-06-19,2024-07-19,Expired,False
MS0001293,MEM000997,MT005,2021-08-07,2021-09-06,Cancelled,False
MS0001294,MEM000997,MT005,2021-11-18,2021-12-18,Expired,False
MS0001295,MEM000998,MT001,2021-06-06,2021-07-06,Expired,False
MS0001296,MEM000999,MT005,2023-08-11,2023-09-10,Expired,False
MS0001297,MEM001000,MT005,2023-06-18,2023-07-18,Expired,False
MS0001298,MEM001001,MT001,2024-01-16,2024-02-15,Expired,False
MS0001299,MEM001001,MT002,2024-03-22,2024-04-21,Expired,False
MS0001300,MEM001002,MT002,2020-10-07,2020-11-06,Expired,False
MS0001301,MEM001002,MT004,2021-01-02,2021-02-01,Expired,False
MS0001302,MEM001003,MT003,2023-05-09,2023-06-08,Cancelled,False
MS0001303,MEM001003,MT002,2023-08-18,2023-09-17,Expired,False
MS0001304,MEM001004,MT005,2025-06-20,2025-07-20,Expired,False
MS0001305,MEM001005,MT001,2024-11-13,2024-12-13,Cancelled,False
MS0001306,MEM001005,MT002,2024-12-30,2025-01-29,Expired,False
MS0001307,MEM001006,MT005,2021-08-31,2021-09-30,Expired,False
MS0001308,MEM001007,MT007,2023-03-31,2024-03-25,Cancelled,False
MS0001309,MEM001007,MT007,2024-06-10,2025-06-05,Expired,False
MS0001310,MEM001008,MT002,2022-02-18,2022-03-20,Expired,False
MS0001311,MEM001009,MT001,2021-04-08,2021-05-08,Expired,False
MS0001312,MEM001010,MT004,2021-07-01,2021-07-31,Expired,False
MS0001313,MEM001011,MT005,2025-08-15,2025-09-14,Expired,False
MS0001314,MEM001012,MT002,2024-12-21,2025-01-20,Cancelled,False
MS0001315,MEM001012,MT001,2025-02-20,2025-03-22,Expired,False
MS0001316,MEM001013,MT005,2022-05-29,2022-06-28,Expired,False
MS0001317,MEM001014,MT002,2024-01-03,2024-02-02,Cancelled,False
MS0001318,MEM001014,MT004,2024-02-18,2024-03-19,Expired,False
MS0001319,MEM001015,MT002,2020-12-04,2021-01-03,Expired,False
MS0001320,MEM001016,MT002,2024-06-06,2024-07-06,Expired,False
MS0001321,MEM001016,MT003,2024-08-22,2024-09-21,Expired,False
MS0001322,MEM001017,MT001,2021-05-30,2021-06-29,Expired,False
MS0001323,MEM001018,MT002,2021-02-22,2021-03-24,Expired,False
MS0001324,MEM001019,MT008,2024-11-30,2025-11-25,Active,True
MS0001325,MEM001020,MT007,2024-12-20,2025-12-15,Expired,False
MS0001326,MEM001021,MT002,2023-04-15,2023-05-15,Expired,False
MS0001327,MEM001022,MT004,2024-12-22,2025-01-21,Expired,False
MS0001328,MEM001023,MT002,2021-12-02,2022-01-01,Expired,False
MS0001329,MEM001023,MT002,2022-01-31,2022-03-02,Expired,False
MS0001330,MEM001024,MT002,2024-10-14,2024-11-13,Expired,False
MS0001331,MEM001024,MT005,2025-02-10,2025-03-12,Expired,False
MS0001332,MEM001025,MT003,2024-12-11,2025-01-10,Expired,False
MS0001333,MEM001026,MT003,2022-05-28,2022-06-27,Expired,False
MS0001334,MEM001027,MT001,2024-07-16,2024-08-15,Expired,False
MS0001335,MEM001028,MT002,2021-07-25,2021-08-24,Expired,False
MS0001336,MEM001029,MT002,2025-01-26,2025-02-25,Cancelled,False
MS0001337,MEM001029,MT001,2025-04-21,2025-05-21,Expired,False
MS0001338,MEM001030,MT001,2023-04-26,2023-05-26,Expired,False
MS0001339,MEM001031,MT001,2020-12-13,2021-01-12,Expired,False
MS0001340,MEM001032,MT008,2023-01-03,2023-12-29,Cancelled,False
MS0001341,MEM001032,MT002,2024-03-08,2024-04-07,Expired,False
MS0001342,MEM001033,MT007,2021-04-08,2022-04-03,Expired,False
MS0001343,MEM001034,MT005,2021-08-31,2021-09-30,Cancelled,False
MS0001344,MEM001034,MT005,2021-12-26,2022-01-25,Expired,False
MS0001345,MEM001035,MT001,2024-09-09,2024-10-09,Expired,False
MS0001346,MEM001035,MT002,2024-11-01,2024-12-01,Expired,False
MS0001347,MEM001036,MT005,2022-06-22,2022-07-22,Expired,False
MS0001348,MEM001036,MT001,2022-09-29,2022-10-29,Expired,False
MS0001349,MEM001037,MT007,2024-05-04,2025-04-29,Cancelled,False
MS0001350,MEM001037,MT002,2025-06-11,2025-07-11,Expired,False
MS0001351,MEM001038,MT001,2021-09-26,2021-10-26,Expired,False
MS0001352,MEM001039,MT002,2024-09-24,2024-10-24,Expired,False
MS0001353,MEM001040,MT001,2022-10-21,2022-11-20,Expired,False
MS0001354,MEM001040,MT002,2023-02-18,2023-03-20,Expired,False
MS0001355,MEM001041,MT007,2023-11-01,2024-10-26,Expired,False
MS0001356,MEM001042,MT005,2024-07-19,2024-08-18,Expired,False
MS0001357,MEM001043,MT002,2023-06-12,2023-07-12,Expired,False
MS0001358,MEM001044,MT001,2024-02-05,2024-03-06,Expired,False
MS0001359,MEM001045,MT005,2021-11-21,2021-12-21,Cancelled,False
MS0001360,MEM001046,MT008,2021-07-12,2022-07-07,Expired,False
MS0001361,MEM001047,MT006,2024-04-21,2024-05-21,Expired,False
MS0001362,MEM001048,MT006,2024-10-15,2024-11-14,Expired,False
MS0001363,MEM001049,MT002,2022-08-15,2022-09-14,Expired,False
MS0001364,MEM001050,MT002,2021-10-27,2021-11-26,Expired,False
MS0001365,MEM001051,MT002,2025-06-04,2025-07-04,Expired,False
MS0001366,MEM001052,MT007,2024-11-11,2025-11-06,Active,True
MS0001367,MEM001053,MT003,2022-10-29,2022-11-28,Expired,False
MS0001368,MEM001054,MT001,2025-05-14,2025-06-13,Expired,False
MS0001369,MEM001055,MT001,2023-03-04,2023-04-03,Expired,False
MS0001370,MEM001056,MT003,2022-11-16,2022-12-16,Expired,False
MS0001371,MEM001056,MT003,2023-02-13,2023-03-15,Expired,False
MS0001372,MEM001056,MT001,2023-06-05,2023-07-05,Cancelled,False
MS0001373,MEM001057,MT007,2025-07-21,2026-07-16,Cancelled,False
MS0001374,MEM001057,MT008,2026-09-02,2027-08-28,Active,True
MS0001375,MEM001058,MT001,2025-05-27,2025-06-26,Expired,False
MS0001376,MEM001059,MT003,2023-12-02,2024-01-01,Expired,False
MS0001377,MEM001060,MT002,2022-01-12,2022-02-11,Expired,False
MS0001378,MEM001061,MT003,2025-03-17,2025-04-16,Expired,False
MS0001379,MEM001062,MT003,2022-06-12,2022-07-12,Cancelled,False
MS0001380,MEM001062,MT001,2022-09-07,2022-10-07,Expired,False
MS0001381,MEM001063,MT005,2024-10-17,2024-11-16,Expired,False
MS0001382,MEM001063,MT005,2024-11-21,2024-12-21,Expired,False
MS0001383,MEM001064,MT002,2023-02-16,2023-03-18,Expired,False
MS0001384,MEM001065,MT009,2021-07-19,2021-07-19,Expired,False
MS0001385,MEM001065,MT002,2021-08-13,2021-09-12,Expired,False
MS0001386,MEM001066,MT002,2025-03-25,2025-04-24,Expired,False
MS0001387,MEM001066,MT006,2025-05-15,2025-06-14,Expired,False
MS0001388,MEM001067,MT001,2025-09-01,2025-10-01,Active,False
MS0001389,MEM001068,MT002,2024-10-08,2024-11-07,Cancelled,False
MS0001390,MEM001069,MT005,2021-07-29,2021-08-28,Cancelled,False
MS0001391,MEM001069,MT002,2021-11-13,2021-12-13,Expired,False
MS0001392,MEM001070,MT001,2024-04-08,2024-05-08,Expired,False
MS0001393,MEM001071,MT005,2023-10-05,2023-11-04,Expired,False
MS0001394,MEM001071,MT005,2023-11-13,2023-12-13,Expired,False
MS0001395,MEM001072,MT003,2021-09-25,2021-10-25,Expired,False
MS0001396,MEM001073,MT002,2023-07-22,2023-08-21,Expired,False
MS0001397,MEM001073,MT002,2023-10-05,2023-11-04,Expired,False
MS0001398,MEM001074,MT001,2022-12-27,2023-01-26,Expired,False
MS0001399,MEM001075,MT007,2025-02-28,2026-02-23,Active,True
MS0001400,MEM001076,MT002,2021-11-06,2021-12-06,Expired,False
MS0001401,MEM001077,MT007,2021-04-10,2022-04-05,Cancelled,False
MS0001402,MEM001078,MT002,2021-02-05,2021-03-07,Expired,False
MS0001403,MEM001079,MT002,2023-11-06,2023-12-06,Expired,False
MS0001404,MEM001080,MT003,2021-10-05,2021-11-04,Cancelled,False
MS0001405,MEM001080,MT007,2021-11-29,2022-11-24,Expired,False
MS0001406,MEM001081,MT001,2023-09-11,2023-10-11,Expired,False
MS0001407,MEM001082,MT002,2020-10-23,2020-11-22,Expired,False
MS0001408,MEM001083,MT007,2022-03-18,2023-03-13,Cancelled,False
MS0001409,MEM001083,MT006,2023-05-07,2023-06-06,Expired,False
MS0001410,MEM001084,MT005,2022-06-06,2022-07-06,Expired,False
MS0001411,MEM001085,MT004,2024-06-08,2024-07-08,Cancelled,False
MS0001412,MEM001085,MT001,2024-09-20,2024-10-20,Expired,False
MS0001413,MEM001086,MT002,2021-11-19,2021-12-19,Cancelled,False
MS0001414,MEM001086,MT002,2022-01-20,2022-02-19,Expired,False
MS0001415,MEM001087,MT001,2024-06-27,2024-07-27,Expired,False
MS0001416,MEM001088,MT006,2020-09-29,2020-10-29,Expired,False
MS0001417,MEM001089,MT002,2023-08-04,2023-09-03,Expired,False
MS0001418,MEM001090,MT005,2021-01-10,2021-02-09,Expired,False
MS0001419,MEM001091,MT002,2022-12-18,2023-01-17,Expired,False
MS0001420,MEM001091,MT008,2023-02-01,2024-01-27,Expired,False
MS0001421,MEM001092,MT008,2022-11-08,2023-11-03,Expired,False
MS0001422,MEM001092,MT003,2023-12-24,2024-01-23,Expired,False
MS0001423,MEM001093,MT001,2020-10-21,2020-11-20,Expired,False
MS0001424,MEM001094,MT003,2023-03-19,2023-04-18,Expired,False
MS0001425,MEM001095,MT002,2022-08-19,2022-09-18,Expired,False
MS0001426,MEM001096,MT001,2021-05-07,2021-06-06,Cancelled,False
MS0001427,MEM001096,MT002,2021-06-23,2021-07-23,Expired,False
MS0001428,MEM001097,MT003,2023-05-02,2023-06-01,Expired,False
MS0001429,MEM001098,MT001,2024-02-06,2024-03-07,Expired,False
MS0001430,MEM001099,MT002,2022-06-09,2022-07-09,Expired,False
MS0001431,MEM001100,MT001,2024-06-25,2024-07-25,Expired,False
MS0001432,MEM001101,MT002,2023-02-01,2023-03-03,Expired,False
MS0001433,MEM001102,MT007,2023-03-12,2024-03-06,Cancelled,False
MS0001434,MEM001102,MT003,2024-05-26,2024-06-25,Expired,False
MS0001435,MEM001103,MT001,2021-07-03,2021-08-02,Expired,False
MS0001436,MEM001104,MT001,2023-06-10,2023-07-10,Expired,False
MS0001437,MEM001105,MT002,2024-12-14,2025-01-13,Expired,False
MS0001438,MEM001106,MT007,2022-12-23,2023-12-18,Cancelled,False
MS0001439,MEM001106,MT002,2024-01-16,2024-02-15,Expired,False
MS0001440,MEM001106,MT007,2024-04-01,2025-03-27,Cancelled,False
MS0001441,MEM001107,MT005,2024-07-12,2024-08-11,Expired,False
MS0001442,MEM001107,MT001,2024-11-04,2024-12-04,Expired,False
MS0001443,MEM001108,MT005,2023-07-23,2023-08-22,Expired,False
MS0001444,MEM001109,MT001,2021-11-11,2021-12-11,Cancelled,False
MS0001445,MEM001109,MT001,2022-02-08,2022-03-10,Expired,False
MS0001446,MEM001110,MT007,2022-12-04,2023-11-29,Expired,False
MS0001447,MEM001111,MT007,2023-06-02,2024-05-27,Expired,False
MS0001448,MEM001112,MT002,2022-06-10,2022-07-10,Expired,False
MS0001449,MEM001112,MT001,2022-08-14,2022-09-13,Expired,False
MS0001450,MEM001113,MT006,2023-07-30,2023-08-29,Cancelled,False
MS0001451,MEM001113,MT007,2023-11-12,2024-11-06,Expired,False
MS0001452,MEM001114,MT005,2023-08-27,2023-09-26,Expired,False
MS0001453,MEM001115,MT007,2021-04-20,2022-04-15,Expired,False
MS0001454,MEM001116,MT001,2021-09-09,2021-10-09,Expired,False
MS0001455,MEM001117,MT001,2021-07-16,2021-08-15,Expired,False
MS0001456,MEM001118,MT002,2024-07-09,2024-08-08,Expired,False
MS0001457,MEM001119,MT002,2024-03-10,2024-04-09,Expired,False
MS0001458,MEM001120,MT002,2022-03-27,2022-04-26,Expired,False
MS0001459,MEM001120,MT004,2022-06-29,2022-07-29,Expired,False
MS0001460,MEM001121,MT006,2024-08-22,2024-09-21,Expired,False
MS0001461,MEM001122,MT002,2023-12-08,2024-01-07,Cancelled,False
MS0001462,MEM001122,MT007,2024-03-08,2025-03-03,Expired,False
MS0001463,MEM001123,MT001,2023-11-07,2023-12-07,Expired,False
MS0001464,MEM001124,MT007,2023-01-12,2024-01-07,Expired,False
MS0001465,MEM001124,MT003,2024-01-16,2024-02-15,Expired,False
MS0001466,MEM001125,MT001,2025-05-25,2025-06-24,Expired,False
MS0001467,MEM001126,MT005,2024-06-21,2024-07-21,Expired,False
MS0001468,MEM001127,MT005,2023-06-10,2023-07-10,Expired,False
MS0001469,MEM001128,MT002,2024-09-10,2024-10-10,Expired,False
MS0001470,MEM001128,MT008,2024-11-25,2025-11-20,Active,True
MS0001471,MEM001129,MT002,2021-03-21,2021-04-20,Cancelled,False
MS0001472,MEM001129,MT002,2021-04-25,2021-05-25,Expired,False
MS0001473,MEM001130,MT002,2025-05-04,2025-06-03,Expired,False
MS0001474,MEM001131,MT002,2021-06-30,2021-07-30,Expired,False
MS0001475,MEM001132,MT009,2023-03-11,2023-03-11,Expired,False
MS0001476,MEM001133,MT002,2021-08-08,2021-09-07,Expired,False
MS0001477,MEM001134,MT001,2021-08-28,2021-09-27,Expired,False
MS0001478,MEM001134,MT007,2021-12-14,2022-12-09,Cancelled,False
MS0001479,MEM001134,MT001,2023-01-11,2023-02-10,Cancelled,False
MS0001480,MEM001135,MT001,2020-11-18,2020-12-18,Expired,False
MS0001481,MEM001136,MT001,2025-04-27,2025-05-27,Cancelled,False
MS0001482,MEM001136,MT005,2025-06-26,2025-07-26,Expired,False
MS0001483,MEM001137,MT001,2024-01-12,2024-02-11,Cancelled,False
MS0001484,MEM001137,MT005,2024-02-17,2024-03-18,Expired,False
MS0001485,MEM001138,MT001,2025-05-23,2025-06-22,Expired,False
MS0001486,MEM001139,MT005,2021-02-04,2021-03-06,Expired,False
MS0001487,MEM001140,MT002,2024-10-26,2024-11-25,Cancelled,False
MS0001488,MEM001140,MT005,2025-02-10,2025-03-12,Expired,False
MS0001489,MEM001141,MT002,2023-02-05,2023-03-07,Expired,False
MS0001490,MEM001142,MT005,2021-07-07,2021-08-06,Expired,False
MS0001491,MEM001143,MT002,2025-03-14,2025-04-13,Expired,False
MS0001492,MEM001144,MT003,2021-06-15,2021-07-15,Expired,False
MS0001493,MEM001144,MT002,2021-08-19,2021-09-18,Expired,False
MS0001494,MEM001145,MT002,2023-09-15,2023-10-15,Expired,False
MS0001495,MEM001146,MT001,2023-04-18,2023-05-18,Expired,False
MS0001496,MEM001147,MT001,2025-03-23,2025-04-22,Expired,False
MS0001497,MEM001148,MT001,2021-12-18,2022-01-17,Expired,False
MS0001498,MEM001149,MT002,2021-11-30,2021-12-30,Expired,False
MS0001499,MEM001150,MT005,2024-11-25,2024-12-25,Expired,False
MS0001500,MEM001151,MT002,2021-09-07,2021-10-07,Expired,False
MS0001501,MEM001152,MT005,2020-12-29,2021-01-28,Expired,False
MS0001502,MEM001153,MT001,2021-03-13,2021-04-12,Expired,False
MS0001503,MEM001154,MT002,2025-06-14,2025-07-14,Expired,False
MS0001504,MEM001155,MT002,2021-07-23,2021-08-22,Expired,False
MS0001505,MEM001155,MT005,2021-10-07,2021-11-06,Expired,False
MS0001506,MEM001155,MT002,2022-01-23,2022-02-22,Cancelled,False
MS0001507,MEM001156,MT001,2024-09-03,2024-10-03,Expired,False
MS0001508,MEM001157,MT007,2024-12-19,2025-12-14,Active,True
MS0001509,MEM001158,MT007,2024-05-19,2025-05-14,Expired,False
MS0001510,MEM001158,MT003,2025-07-13,2025-08-12,Expired,False
MS0001511,MEM001159,MT004,2023-02-15,2023-03-17,Expired,False
MS0001512,MEM001160,MT005,2022-10-25,2022-11-24,Expired,False
MS0001513,MEM001161,MT004,2022-08-31,2022-09-30,Expired,False
MS0001514,MEM001162,MT006,2021-10-31,2021-11-30,Expired,False
MS0001515,MEM001163,MT005,2021-04-08,2021-05-08,Expired,False
MS0001516,MEM001163,MT005,2021-06-30,2021-07-30,Expired,False
MS0001517,MEM001164,MT002,2022-02-18,2022-03-20,Expired,False
MS0001518,MEM001165,MT001,2023-06-10,2023-07-10,Expired,False
MS0001519,MEM001166,MT001,2021-04-12,2021-05-12,Expired,False
MS0001520,MEM001167,MT001,2021-10-01,2021-10-31,Expired,False
MS0001521,MEM001168,MT005,2024-09-08,2024-10-08,Expired,False
MS0001522,MEM001169,MT001,2021-07-01,2021-07-31,Expired,False
MS0001523,MEM001170,MT002,2021-09-30,2021-10-30,Expired,False
MS0001524,MEM001171,MT002,2024-09-05,2024-10-05,Cancelled,False
MS0001525,MEM001171,MT007,2024-11-24,2025-11-19,Expired,False
MS0001526,MEM001172,MT002,2025-02-21,2025-03-23,Expired,False
MS0001527,MEM001173,MT002,2023-08-06,2023-09-05,Expired,False
MS0001528,MEM001174,MT007,2024-12-01,2025-11-26,Active,True
MS0001529,MEM001175,MT001,2024-06-12,2024-07-12,Expired,False
MS0001530,MEM001176,MT006,2021-03-10,2021-04-09,Expired,False
MS0001531,MEM001176,MT001,2021-04-22,2021-05-22,Expired,False
MS0001532,MEM001177,MT005,2023-08-18,2023-09-17,Expired,False
MS0001533,MEM001178,MT001,2022-05-07,2022-06-06,Expired,False
MS0001534,MEM001179,MT002,2022-03-01,2022-03-31,Expired,False
MS0001535,MEM001180,MT005,2022-10-25,2022-11-24,Expired,False
MS0001536,MEM001181,MT002,2023-04-04,2023-05-04,Cancelled,False
MS0001537,MEM001181,MT002,2023-07-10,2023-08-09,Expired,False
MS0001538,MEM001182,MT005,2022-05-16,2022-06-15,Expired,False
MS0001539,MEM001182,MT002,2022-07-12,2022-08-11,Expired,False
