enrollmentid,memberid,instanceid,enrollmentdate,enrollmentstatus,paymentamount,checkintime,checkouttime
EN00003004,MEM001244,CI0000294,2025-10-18 01:29:41.456289,Attended,0.0,2025-10-21 00:00:00.713222,2025-10-21 01:50:00.713222
EN00003005,MEM000190,CI0000294,2025-10-20 01:07:40.320662,Attended,0.0,2025-10-21 00:00:00.484526,2025-10-21 00:50:00.484526
EN00003006,MEM001468,CI0000294,2025-10-16 15:09:15.334525,Attended,0.0,2025-10-21 00:00:00.288635,2025-10-21 01:28:00.288635
EN00003007,MEM000353,CI0000294,2025-10-17 03:49:12.185402,Attended,0.0,2025-10-21 00:00:00.787787,2025-10-21 00:58:00.787787
EN00003008,MEM000185,CI0000294,2025-10-18 12:01:07.145640,Attended,0.0,2025-10-21 00:00:00.508828,2025-10-21 01:49:00.508828
EN00003009,MEM000726,CI0000294,2025-10-15 11:21:32.005601,Attended,0.0,2025-10-21 00:00:00.469764,2025-10-21 01:19:00.469764
EN00003010,MEM001122,CI0000294,2025-10-12 20:44:38.835567,Attended,0.0,2025-10-21 00:00:00.999548,2025-10-21 00:55:00.999548
EN00003011,MEM000674,CI0000294,2025-10-15 00:28:58.534244,Attended,0.0,2025-10-21 00:00:00.166169,2025-10-21 01:42:00.166169
EN00003012,MEM001947,CI0000294,2025-10-12 02:31:32.318049,Attended,0.0,2025-10-21 00:00:00.605519,2025-10-21 01:49:00.605519
EN00003013,MEM000972,CI0000295,2025-10-17 21:35:24.774927,Attended,0.0,2025-10-21 00:00:00.934207,2025-10-21 01:01:00.934207
EN00003014,MEM001905,CI0000295,2025-10-18 05:35:51.332579,Attended,0.0,2025-10-21 00:00:00.404839,2025-10-21 01:55:00.404839
EN00003015,MEM001931,CI0000295,2025-10-19 01:54:08.304391,Attended,0.0,2025-10-21 00:00:00.893399,2025-10-21 01:49:00.893399
EN00003016,MEM000150,CI0000295,2025-10-18 23:29:06.138216,Attended,0.0,2025-10-21 00:00:00.172748,2025-10-21 01:47:00.172748
EN00003017,MEM001609,CI0000295,2025-10-19 21:07:48.952426,Attended,0.0,2025-10-21 00:00:00.355986,2025-10-21 01:50:00.355986
EN00003018,MEM000390,CI0000295,2025-10-19 01:47:06.879544,Attended,0.0,2025-10-21 00:00:00.349452,2025-10-21 01:05:00.349452
EN00003019,MEM000562,CI0000296,2025-10-15 01:09:52.208447,Attended,0.0,2025-10-21 00:00:00.510068,2025-10-21 00:52:00.510068
EN00003020,MEM000339,CI0000296,2025-10-17 02:51:34.368852,Attended,0.0,2025-10-21 00:00:00.040623,2025-10-21 01:38:00.040623
EN00003021,MEM000404,CI0000296,2025-10-17 06:19:26.112805,Attended,0.0,2025-10-21 00:00:00.510005,2025-10-21 00:59:00.510005
EN00003022,MEM001728,CI0000296,2025-10-21 00:00:00.199594,Attended,0.0,2025-10-21 00:00:00.180250,2025-10-21 01:27:00.180250
EN00003023,MEM001480,CI0000296,2025-10-18 06:34:20.370669,Attended,0.0,2025-10-21 00:00:00.764770,2025-10-21 00:54:00.764770
EN00003024,MEM001140,CI0000296,2025-10-15 07:14:49.702234,Attended,0.0,2025-10-21 00:00:00.774205,2025-10-21 00:51:00.774205
EN00003025,MEM001239,CI0000296,2025-10-20 15:56:10.977984,No Show,0.0,,
EN00003026,MEM000278,CI0000297,2025-10-17 19:12:56.736989,Attended,0.0,2025-10-21 00:00:00.019084,2025-10-21 01:02:00.019084
EN00003027,MEM000141,CI0000297,2025-10-18 01:09:51.321756,Attended,0.0,2025-10-21 00:00:00.732006,2025-10-21 01:29:00.732006
EN00003028,MEM001250,CI0000297,2025-10-16 19:46:09.562388,Attended,0.0,2025-10-21 00:00:00.114308,2025-10-21 01:33:00.114308
EN00003029,MEM000905,CI0000297,2025-10-14 04:01:09.655130,Attended,0.0,2025-10-21 00:00:00.645327,2025-10-21 01:55:00.645327
EN00003030,MEM000375,CI0000297,2025-10-19 17:33:16.455268,Attended,0.0,2025-10-21 00:00:00.287600,2025-10-21 00:50:00.287600
EN00003031,MEM001746,CI0000297,2025-10-19 05:49:39.406454,Attended,0.0,2025-10-21 00:00:00.966387,2025-10-21 01:22:00.966387
EN00003032,MEM001160,CI0000297,2025-10-16 09:21:54.536645,Attended,0.0,2025-10-21 00:00:00.583969,2025-10-21 00:47:00.583969
EN00003033,MEM001582,CI0000297,2025-10-19 21:22:28.450017,No Show,0.0,,
EN00003034,MEM001568,CI0000298,2025-10-18 20:13:18.737528,Attended,0.0,2025-10-21 00:00:00.134987,2025-10-21 01:16:00.134987
EN00003035,MEM000575,CI0000298,2025-10-18 22:05:49.861233,Attended,0.0,2025-10-21 00:00:00.737289,2025-10-21 01:07:00.737289
EN00003036,MEM001136,CI0000298,2025-10-17 23:13:12.791398,Attended,0.0,2025-10-21 00:00:00.314659,2025-10-21 01:03:00.314659
EN00003037,MEM001653,CI0000298,2025-10-14 03:51:12.058835,Attended,0.0,2025-10-21 00:00:00.837048,2025-10-21 01:05:00.837048
EN00003038,MEM000588,CI0000298,2025-10-16 02:15:15.145587,Attended,0.0,2025-10-21 00:00:00.408689,2025-10-21 00:46:00.408689
EN00003039,MEM001120,CI0000299,2025-10-17 21:17:09.063854,Attended,0.0,2025-10-21 00:00:00.378577,2025-10-21 01:00:00.378577
EN00003040,MEM001729,CI0000299,2025-10-20 16:18:26.249053,Attended,0.0,2025-10-21 00:00:00.626642,2025-10-21 01:19:00.626642
EN00003041,MEM000210,CI0000299,2025-10-20 10:18:47.663195,Attended,0.0,2025-10-21 00:00:00.649174,2025-10-21 01:05:00.649174
EN00003042,MEM001989,CI0000299,2025-10-17 03:22:15.844651,Attended,0.0,2025-10-21 00:00:00.802959,2025-10-21 00:48:00.802959
EN00003043,MEM000753,CI0000299,2025-10-19 19:40:25.879056,Attended,0.0,2025-10-21 00:00:00.820256,2025-10-21 01:11:00.820256
EN00003044,MEM000088,CI0000299,2025-10-18 16:09:13.387200,No Show,0.0,,
EN00003045,MEM000505,CI0000300,2025-10-17 08:56:00.155174,Attended,0.0,2025-10-21 00:00:00.176174,2025-10-21 01:09:00.176174
EN00003046,MEM000659,CI0000300,2025-10-16 19:08:51.299864,Attended,0.0,2025-10-21 00:00:00.708673,2025-10-21 01:52:00.708673
EN00003047,MEM000923,CI0000300,2025-10-14 06:16:54.113718,Attended,0.0,2025-10-21 00:00:00.809026,2025-10-21 01:56:00.809026
EN00003048,MEM001622,CI0000300,2025-10-19 00:52:18.313331,Attended,0.0,2025-10-21 00:00:00.125322,2025-10-21 01:38:00.125322
EN00003049,MEM000626,CI0000300,2025-10-17 22:14:11.225666,Attended,0.0,2025-10-21 00:00:00.851624,2025-10-21 01:42:00.851624
EN00003050,MEM000486,CI0000300,2025-10-18 11:20:05.700783,Attended,0.0,2025-10-21 00:00:00.129713,2025-10-21 01:51:00.129713
EN00003051,MEM001424,CI0000300,2025-10-21 00:00:00.390906,Attended,0.0,2025-10-21 00:00:00.131232,2025-10-21 01:58:00.131232
EN00003052,MEM000759,CI0000300,2025-10-18 20:44:20.508888,Attended,0.0,2025-10-21 00:00:00.342254,2025-10-21 00:50:00.342254
EN00003053,MEM000789,CI0000300,2025-10-19 18:45:14.065847,Attended,0.0,2025-10-21 00:00:00.348898,2025-10-21 01:26:00.348898
EN00003054,MEM001435,CI0000300,2025-10-18 04:37:44.743400,Attended,0.0,2025-10-21 00:00:00.012952,2025-10-21 00:56:00.012952
EN00003055,MEM000804,CI0000300,2025-10-17 11:08:56.077223,No Show,0.0,,
EN00003056,MEM000722,CI0000300,2025-10-16 02:12:15.814455,No Show,0.0,,
EN00003057,MEM001489,CI0000301,2025-10-19 11:51:56.575926,Attended,0.0,2025-10-21 00:00:00.961754,2025-10-21 01:52:00.961754
EN00003058,MEM001648,CI0000301,2025-10-14 19:09:39.761680,Attended,0.0,2025-10-21 00:00:00.743874,2025-10-21 01:42:00.743874
EN00003059,MEM000868,CI0000301,2025-10-17 03:34:41.397159,Attended,0.0,2025-10-21 00:00:00.070742,2025-10-21 01:02:00.070742
EN00003060,MEM001197,CI0000301,2025-10-16 06:34:39.100519,Attended,0.0,2025-10-21 00:00:00.813419,2025-10-21 01:46:00.813419
EN00003061,MEM000606,CI0000301,2025-10-18 23:51:59.488756,Attended,0.0,2025-10-21 00:00:00.490376,2025-10-21 01:00:00.490376
EN00003062,MEM001593,CI0000301,2025-10-21 00:00:00.658388,Attended,0.0,2025-10-21 00:00:00.731002,2025-10-21 01:43:00.731002
EN00003063,MEM000277,CI0000301,2025-10-20 01:21:20.207532,Attended,0.0,2025-10-21 00:00:00.517662,2025-10-21 01:49:00.517662
EN00003064,MEM001638,CI0000301,2025-10-14 22:59:34.998522,Attended,0.0,2025-10-21 00:00:00.708336,2025-10-21 01:31:00.708336
EN00003065,MEM000742,CI0000301,2025-10-14 09:23:07.768704,Attended,0.0,2025-10-21 00:00:00.612532,2025-10-21 01:47:00.612532
EN00003066,MEM001415,CI0000303,2025-10-20 22:20:19.447096,Attended,0.0,2025-10-21 00:00:00.938155,2025-10-21 01:38:00.938155
EN00003067,MEM001287,CI0000303,2025-10-19 15:06:34.454410,Attended,0.0,2025-10-21 00:00:00.016722,2025-10-21 00:56:00.016722
EN00003068,MEM001622,CI0000303,2025-10-20 01:21:18.466819,Attended,0.0,2025-10-21 00:00:00.127421,2025-10-21 01:10:00.127421
EN00003069,MEM001116,CI0000303,2025-10-18 22:22:58.534558,Attended,0.0,2025-10-21 00:00:00.903365,2025-10-21 01:32:00.903365
EN00003070,MEM001560,CI0000303,2025-10-20 22:42:47.519955,Attended,0.0,2025-10-21 00:00:00.080443,2025-10-21 00:46:00.080443
EN00003071,MEM000079,CI0000303,2025-10-21 00:00:00.667149,Attended,0.0,2025-10-21 00:00:00.258763,2025-10-21 01:02:00.258763
EN00003072,MEM001318,CI0000303,2025-10-19 19:30:26.411268,Attended,0.0,2025-10-21 00:00:00.832171,2025-10-21 01:03:00.832171
EN00003073,MEM000767,CI0000303,2025-10-15 06:38:47.589419,Attended,0.0,2025-10-21 00:00:00.373068,2025-10-21 01:14:00.373068
EN00003074,MEM000239,CI0000303,2025-10-17 06:36:40.829310,Attended,0.0,2025-10-21 00:00:00.689530,2025-10-21 01:41:00.689530
EN00003075,MEM001271,CI0000303,2025-10-15 16:26:01.324487,Attended,0.0,2025-10-21 00:00:00.414777,2025-10-21 01:34:00.414777
EN00003076,MEM001117,CI0000303,2025-10-21 00:00:00.485476,Attended,0.0,2025-10-21 00:00:00.453478,2025-10-21 01:48:00.453478
EN00003077,MEM001897,CI0000303,2025-10-18 18:05:46.411008,Attended,0.0,2025-10-21 00:00:00.935255,2025-10-21 01:21:00.935255
EN00003078,MEM001497,CI0000303,2025-10-17 07:25:54.809554,Attended,0.0,2025-10-21 00:00:00.184760,2025-10-21 01:20:00.184760
EN00003079,MEM001133,CI0000304,2025-10-20 07:45:40.993370,Attended,0.0,2025-10-21 00:00:00.783604,2025-10-21 01:26:00.783604
EN00003080,MEM001632,CI0000304,2025-10-20 02:12:04.089956,Attended,0.0,2025-10-21 00:00:00.421285,2025-10-21 01:32:00.421285
EN00003081,MEM001703,CI0000304,2025-10-19 21:33:02.588749,Attended,0.0,2025-10-21 00:00:00.563664,2025-10-21 01:12:00.563664
EN00003082,MEM001604,CI0000304,2025-10-18 18:30:47.057755,Attended,0.0,2025-10-21 00:00:00.962921,2025-10-21 01:31:00.962921
EN00003083,MEM000457,CI0000304,2025-10-19 04:57:23.625908,Attended,0.0,2025-10-21 00:00:00.373308,2025-10-21 01:48:00.373308
EN00003084,MEM000765,CI0000304,2025-10-14 16:32:40.281041,Attended,0.0,2025-10-21 00:00:00.477589,2025-10-21 00:53:00.477589
EN00003085,MEM000570,CI0000304,2025-10-17 00:30:36.092649,Attended,0.0,2025-10-21 00:00:00.894086,2025-10-21 00:57:00.894086
EN00003086,MEM001660,CI0000304,2025-10-18 10:10:34.660301,Attended,0.0,2025-10-21 00:00:00.093826,2025-10-21 01:51:00.093826
EN00003087,MEM001292,CI0000305,2025-10-18 17:52:22.498987,Attended,0.0,2025-10-22 00:00:00.834914,2025-10-22 01:38:00.834914
EN00003088,MEM000868,CI0000305,2025-10-21 14:05:59.674487,Attended,0.0,2025-10-22 00:00:00.429561,2025-10-22 01:43:00.429561
EN00003089,MEM000381,CI0000305,2025-10-21 15:57:30.745135,Attended,0.0,2025-10-22 00:00:00.151389,2025-10-22 01:59:00.151389
EN00003090,MEM000846,CI0000305,2025-10-17 12:47:44.842445,Attended,0.0,2025-10-22 00:00:00.942250,2025-10-22 01:39:00.942250
EN00003091,MEM000823,CI0000305,2025-10-18 03:50:29.459565,Attended,0.0,2025-10-22 00:00:00.710617,2025-10-22 01:26:00.710617
EN00003092,MEM000113,CI0000305,2025-10-20 05:57:22.318889,Attended,0.0,2025-10-22 00:00:00.002981,2025-10-22 01:31:00.002981
EN00003093,MEM001642,CI0000305,2025-10-18 00:34:13.321259,Attended,0.0,2025-10-22 00:00:00.562564,2025-10-22 00:58:00.562564
EN00003094,MEM001600,CI0000305,2025-10-21 16:39:14.022989,Attended,0.0,2025-10-22 00:00:00.227606,2025-10-22 01:46:00.227606
EN00003095,MEM000683,CI0000305,2025-10-18 14:37:32.389723,Attended,0.0,2025-10-22 00:00:00.185775,2025-10-22 00:59:00.185775
EN00003096,MEM000368,CI0000305,2025-10-22 00:00:00.320152,Attended,0.0,2025-10-22 00:00:00.343306,2025-10-22 01:29:00.343306
EN00003097,MEM001850,CI0000305,2025-10-19 02:15:01.961671,Attended,0.0,2025-10-22 00:00:00.827580,2025-10-22 01:15:00.827580
EN00003098,MEM001832,CI0000305,2025-10-18 16:33:12.111182,Attended,0.0,2025-10-22 00:00:00.442791,2025-10-22 01:20:00.442791
EN00003099,MEM001246,CI0000306,2025-10-19 18:38:13.092901,Attended,0.0,2025-10-22 00:00:00.830889,2025-10-22 01:08:00.830889
EN00003100,MEM001133,CI0000306,2025-10-20 06:45:55.816227,Attended,0.0,2025-10-22 00:00:00.283817,2025-10-22 01:45:00.283817
EN00003101,MEM001365,CI0000306,2025-10-20 03:38:54.404244,Attended,0.0,2025-10-22 00:00:00.095804,2025-10-22 01:56:00.095804
EN00003102,MEM001318,CI0000306,2025-10-15 11:23:30.678497,Attended,0.0,2025-10-22 00:00:00.205675,2025-10-22 00:59:00.205675
EN00003103,MEM001031,CI0000306,2025-10-18 07:08:23.477330,Attended,0.0,2025-10-22 00:00:00.050862,2025-10-22 01:15:00.050862
EN00003104,MEM001383,CI0000306,2025-10-20 01:48:52.683473,Attended,0.0,2025-10-22 00:00:00.913042,2025-10-22 01:45:00.913042
EN00003105,MEM000623,CI0000306,2025-10-16 16:03:20.486939,Attended,0.0,2025-10-22 00:00:00.870832,2025-10-22 00:52:00.870832
EN00003106,MEM001911,CI0000306,2025-10-17 11:12:43.510031,Attended,0.0,2025-10-22 00:00:00.378566,2025-10-22 01:46:00.378566
EN00003107,MEM001254,CI0000306,2025-10-17 18:12:04.544766,Attended,0.0,2025-10-22 00:00:00.507771,2025-10-22 00:50:00.507771
EN00003108,MEM000175,CI0000306,2025-10-19 19:56:05.261739,Attended,0.0,2025-10-22 00:00:00.159567,2025-10-22 00:55:00.159567
EN00003109,MEM001919,CI0000306,2025-10-17 23:25:15.261208,Attended,0.0,2025-10-22 00:00:00.770526,2025-10-22 01:59:00.770526
EN00003110,MEM001117,CI0000306,2025-10-20 09:52:22.164305,Attended,0.0,2025-10-22 00:00:00.016026,2025-10-22 01:52:00.016026
EN00003111,MEM001302,CI0000306,2025-10-18 07:17:24.842045,Attended,0.0,2025-10-22 00:00:00.793680,2025-10-22 00:49:00.793680
EN00003112,MEM000078,CI0000306,2025-10-19 04:07:41.888033,No Show,0.0,,
EN00003113,MEM000384,CI0000306,2025-10-18 22:12:00.757355,No Show,0.0,,
EN00003114,MEM001501,CI0000307,2025-10-18 12:49:11.807530,Attended,0.0,2025-10-22 00:00:00.860588,2025-10-22 01:41:00.860588
EN00003115,MEM000581,CI0000307,2025-10-18 04:03:57.868819,Attended,0.0,2025-10-22 00:00:00.662861,2025-10-22 01:52:00.662861
EN00003116,MEM000819,CI0000307,2025-10-18 17:46:20.793458,Attended,0.0,2025-10-22 00:00:00.013763,2025-10-22 01:10:00.013763
EN00003117,MEM000986,CI0000307,2025-10-20 22:59:03.376656,Attended,0.0,2025-10-22 00:00:00.913411,2025-10-22 01:31:00.913411
EN00003118,MEM000330,CI0000307,2025-10-20 18:55:14.317232,Attended,0.0,2025-10-22 00:00:00.928237,2025-10-22 01:24:00.928237
EN00003119,MEM001981,CI0000307,2025-10-19 15:20:50.212208,Attended,0.0,2025-10-22 00:00:00.180018,2025-10-22 00:45:00.180018
EN00003120,MEM001292,CI0000307,2025-10-22 00:00:00.550709,Attended,0.0,2025-10-22 00:00:00.674272,2025-10-22 01:15:00.674272
EN00003121,MEM000719,CI0000307,2025-10-21 18:25:09.641820,Attended,0.0,2025-10-22 00:00:00.858819,2025-10-22 01:47:00.858819
EN00003122,MEM001148,CI0000307,2025-10-21 23:02:01.883813,Attended,0.0,2025-10-22 00:00:00.494686,2025-10-22 00:47:00.494686
EN00003123,MEM001549,CI0000308,2025-10-15 00:35:12.350947,Attended,0.0,2025-10-22 00:00:00.303322,2025-10-22 01:48:00.303322
EN00003124,MEM000586,CI0000308,2025-10-16 02:58:11.129645,Attended,0.0,2025-10-22 00:00:00.092788,2025-10-22 01:12:00.092788
EN00003125,MEM000722,CI0000308,2025-10-18 22:32:03.513648,Attended,0.0,2025-10-22 00:00:00.355856,2025-10-22 01:42:00.355856
EN00003126,MEM001894,CI0000308,2025-10-19 03:00:46.668797,Attended,0.0,2025-10-22 00:00:00.827982,2025-10-22 01:41:00.827982
EN00003127,MEM001767,CI0000308,2025-10-19 14:32:26.318881,Attended,0.0,2025-10-22 00:00:00.784726,2025-10-22 01:45:00.784726
EN00003128,MEM000464,CI0000308,2025-10-17 04:11:27.603484,Attended,0.0,2025-10-22 00:00:00.332286,2025-10-22 01:36:00.332286
EN00003129,MEM001752,CI0000308,2025-10-15 12:20:55.925037,Attended,0.0,2025-10-22 00:00:00.603896,2025-10-22 00:55:00.603896
EN00003130,MEM001079,CI0000308,2025-10-20 13:15:05.080285,Attended,0.0,2025-10-22 00:00:00.540127,2025-10-22 01:37:00.540127
EN00003131,MEM000842,CI0000308,2025-10-21 10:52:01.148626,Attended,0.0,2025-10-22 00:00:00.185951,2025-10-22 01:57:00.185951
EN00003132,MEM000973,CI0000308,2025-10-19 08:25:34.568435,Attended,0.0,2025-10-22 00:00:00.616951,2025-10-22 01:33:00.616951
EN00003133,MEM001890,CI0000309,2025-10-21 15:45:15.223289,Attended,0.0,2025-10-22 00:00:00.740976,2025-10-22 01:55:00.740976
EN00003134,MEM000842,CI0000309,2025-10-17 07:02:08.523727,Attended,0.0,2025-10-22 00:00:00.036096,2025-10-22 01:40:00.036096
EN00003135,MEM001234,CI0000309,2025-10-19 21:14:31.369746,Attended,0.0,2025-10-22 00:00:00.166332,2025-10-22 01:29:00.166332
EN00003136,MEM000877,CI0000309,2025-10-20 06:44:32.463796,Attended,0.0,2025-10-22 00:00:00.495303,2025-10-22 01:57:00.495303
EN00003137,MEM000091,CI0000309,2025-10-20 00:12:21.234056,Attended,0.0,2025-10-22 00:00:00.637430,2025-10-22 01:12:00.637430
EN00003138,MEM000696,CI0000310,2025-10-17 23:44:14.857377,Attended,0.0,2025-10-22 00:00:00.807386,2025-10-22 01:37:00.807386
EN00003139,MEM001568,CI0000310,2025-10-19 05:44:09.360907,Attended,0.0,2025-10-22 00:00:00.032136,2025-10-22 01:17:00.032136
EN00003140,MEM000655,CI0000310,2025-10-22 00:00:00.803551,Attended,0.0,2025-10-22 00:00:00.367415,2025-10-22 01:47:00.367415
EN00003141,MEM000647,CI0000311,2025-10-15 22:34:10.966609,Attended,0.0,2025-10-22 00:00:00.017313,2025-10-22 01:14:00.017313
EN00003142,MEM001905,CI0000311,2025-10-20 21:06:45.512988,Attended,0.0,2025-10-22 00:00:00.426801,2025-10-22 01:14:00.426801
EN00003143,MEM000453,CI0000311,2025-10-18 13:19:55.029141,Attended,0.0,2025-10-22 00:00:00.932432,2025-10-22 01:26:00.932432
EN00003144,MEM001272,CI0000311,2025-10-19 17:01:56.375499,Attended,0.0,2025-10-22 00:00:00.030966,2025-10-22 01:07:00.030966
EN00003145,MEM000851,CI0000311,2025-10-21 18:13:15.271065,Attended,0.0,2025-10-22 00:00:00.473200,2025-10-22 01:17:00.473200
EN00003146,MEM001253,CI0000311,2025-10-19 07:59:58.189183,Attended,0.0,2025-10-22 00:00:00.686061,2025-10-22 01:52:00.686061
EN00003147,MEM001704,CI0000311,2025-10-15 16:19:08.618546,No Show,0.0,,
EN00003148,MEM001580,CI0000312,2025-10-19 16:29:04.750274,Attended,0.0,2025-10-22 00:00:00.057241,2025-10-22 00:45:00.057241
EN00003149,MEM000264,CI0000312,2025-10-21 12:17:58.365134,Attended,0.0,2025-10-22 00:00:00.403226,2025-10-22 01:25:00.403226
EN00003150,MEM000655,CI0000312,2025-10-21 01:48:04.089323,Attended,0.0,2025-10-22 00:00:00.320927,2025-10-22 01:09:00.320927
EN00003151,MEM000797,CI0000312,2025-10-17 05:04:03.677180,Attended,0.0,2025-10-22 00:00:00.888145,2025-10-22 01:10:00.888145
EN00003152,MEM001302,CI0000312,2025-10-20 17:00:58.906316,Attended,0.0,2025-10-22 00:00:00.021573,2025-10-22 01:44:00.021573
EN00003153,MEM000700,CI0000312,2025-10-19 14:15:19.315086,Attended,0.0,2025-10-22 00:00:00.492613,2025-10-22 01:46:00.492613
EN00003154,MEM000897,CI0000312,2025-10-16 00:21:58.138103,Attended,0.0,2025-10-22 00:00:00.977800,2025-10-22 01:36:00.977800
EN00003155,MEM001177,CI0000312,2025-10-20 19:01:33.760131,Attended,0.0,2025-10-22 00:00:00.199544,2025-10-22 01:12:00.199544
EN00003156,MEM001886,CI0000312,2025-10-16 19:26:17.924840,Attended,0.0,2025-10-22 00:00:00.640910,2025-10-22 00:52:00.640910
EN00003157,MEM000309,CI0000312,2025-10-21 23:35:25.520845,Attended,0.0,2025-10-22 00:00:00.066672,2025-10-22 01:57:00.066672
EN00003158,MEM000095,CI0000312,2025-10-19 01:57:29.827148,Attended,0.0,2025-10-22 00:00:00.236070,2025-10-22 01:06:00.236070
EN00003159,MEM000099,CI0000312,2025-10-20 21:15:07.809434,Attended,0.0,2025-10-22 00:00:00.626249,2025-10-22 01:02:00.626249
EN00003160,MEM000891,CI0000312,2025-10-18 10:31:20.387788,Attended,0.0,2025-10-22 00:00:00.307410,2025-10-22 01:59:00.307410
EN00003161,MEM001386,CI0000312,2025-10-19 13:00:06.484760,Attended,0.0,2025-10-22 00:00:00.127051,2025-10-22 01:47:00.127051
EN00003162,MEM001771,CI0000312,2025-10-20 10:27:41.191653,Attended,0.0,2025-10-22 00:00:00.996631,2025-10-22 00:52:00.996631
EN00003163,MEM000596,CI0000312,2025-10-16 02:23:53.090106,Attended,0.0,2025-10-22 00:00:00.544771,2025-10-22 01:41:00.544771
EN00003164,MEM001952,CI0000312,2025-10-19 07:05:05.337606,Attended,0.0,2025-10-22 00:00:00.223807,2025-10-22 01:30:00.223807
EN00003165,MEM001187,CI0000312,2025-10-13 21:18:02.084091,Attended,0.0,2025-10-22 00:00:00.468238,2025-10-22 01:40:00.468238
EN00003166,MEM000875,CI0000312,2025-10-15 19:40:44.620252,Attended,0.0,2025-10-22 00:00:00.563219,2025-10-22 02:00:00.563219
EN00003167,MEM001245,CI0000313,2025-10-17 04:23:10.214849,Attended,0.0,2025-10-22 00:00:00.755341,2025-10-22 01:51:00.755341
EN00003168,MEM000125,CI0000313,2025-10-21 02:56:17.592253,Attended,0.0,2025-10-22 00:00:00.938344,2025-10-22 01:30:00.938344
EN00003169,MEM001626,CI0000313,2025-10-20 10:44:24.324491,Attended,0.0,2025-10-22 00:00:00.936375,2025-10-22 01:59:00.936375
EN00003170,MEM001579,CI0000313,2025-10-18 14:25:53.460502,Attended,0.0,2025-10-22 00:00:00.483602,2025-10-22 01:37:00.483602
EN00003171,MEM001574,CI0000313,2025-10-14 01:33:44.799987,Attended,0.0,2025-10-22 00:00:00.963235,2025-10-22 01:28:00.963235
EN00003172,MEM001349,CI0000313,2025-10-21 02:27:39.229680,Attended,0.0,2025-10-22 00:00:00.573131,2025-10-22 01:24:00.573131
EN00003173,MEM000406,CI0000313,2025-10-21 02:00:38.276536,Attended,0.0,2025-10-22 00:00:00.216469,2025-10-22 01:27:00.216469
EN00003174,MEM000400,CI0000313,2025-10-22 00:00:00.249325,Attended,0.0,2025-10-22 00:00:00.357056,2025-10-22 00:55:00.357056
EN00003175,MEM001030,CI0000313,2025-10-16 17:00:06.308985,Attended,0.0,2025-10-22 00:00:00.825911,2025-10-22 01:07:00.825911
EN00003176,MEM001136,CI0000313,2025-10-21 20:19:31.363628,Attended,0.0,2025-10-22 00:00:00.471913,2025-10-22 01:52:00.471913
EN00003177,MEM001856,CI0000313,2025-10-18 04:18:18.952655,Attended,0.0,2025-10-22 00:00:00.283140,2025-10-22 01:58:00.283140
EN00003178,MEM001014,CI0000313,2025-10-20 17:40:26.005965,Attended,0.0,2025-10-22 00:00:00.089757,2025-10-22 01:59:00.089757
EN00003179,MEM001261,CI0000314,2025-10-19 22:21:59.169367,Attended,0.0,2025-10-22 00:00:00.024878,2025-10-22 01:34:00.024878
EN00003180,MEM001830,CI0000314,2025-10-22 00:00:00.451099,Attended,0.0,2025-10-22 00:00:00.017071,2025-10-22 01:21:00.017071
EN00003181,MEM000839,CI0000314,2025-10-20 18:38:36.800163,Attended,0.0,2025-10-22 00:00:00.476954,2025-10-22 01:29:00.476954
EN00003182,MEM000340,CI0000314,2025-10-20 22:48:50.557162,Attended,0.0,2025-10-22 00:00:00.167480,2025-10-22 01:43:00.167480
EN00003183,MEM000979,CI0000314,2025-10-19 03:43:35.651229,Attended,0.0,2025-10-22 00:00:00.653722,2025-10-22 01:16:00.653722
EN00003184,MEM000969,CI0000314,2025-10-21 21:35:38.070991,Attended,0.0,2025-10-22 00:00:00.196589,2025-10-22 01:49:00.196589
EN00003185,MEM000569,CI0000314,2025-10-18 15:16:52.645081,Attended,0.0,2025-10-22 00:00:00.404814,2025-10-22 01:58:00.404814
EN00003186,MEM001386,CI0000314,2025-10-19 20:05:17.416013,Attended,0.0,2025-10-22 00:00:00.675123,2025-10-22 01:39:00.675123
EN00003187,MEM001505,CI0000315,2025-10-20 03:51:58.081811,Attended,0.0,2025-10-22 00:00:00.477266,2025-10-22 01:37:00.477266
EN00003188,MEM001177,CI0000315,2025-10-20 18:06:02.900525,Attended,0.0,2025-10-22 00:00:00.568487,2025-10-22 01:32:00.568487
EN00003189,MEM001558,CI0000315,2025-10-21 09:49:55.646376,Attended,0.0,2025-10-22 00:00:00.458814,2025-10-22 01:14:00.458814
EN00003190,MEM000340,CI0000315,2025-10-21 07:45:43.749457,Attended,0.0,2025-10-22 00:00:00.558350,2025-10-22 01:45:00.558350
EN00003191,MEM000457,CI0000315,2025-10-18 17:13:08.478755,Attended,0.0,2025-10-22 00:00:00.695564,2025-10-22 01:10:00.695564
EN00003192,MEM001937,CI0000315,2025-10-22 00:00:00.095233,Attended,0.0,2025-10-22 00:00:00.001190,2025-10-22 00:53:00.001190
EN00003193,MEM001442,CI0000315,2025-10-21 07:25:08.462996,Attended,0.0,2025-10-22 00:00:00.872482,2025-10-22 01:33:00.872482
EN00003194,MEM000466,CI0000315,2025-10-22 00:00:00.879821,Attended,0.0,2025-10-22 00:00:00.608051,2025-10-22 01:24:00.608051
